symbol,breakout_ts,level,tp1,tp2,sl,expires_at,tier,confluence,touches,breakout_magnitude_atr,token_rsi,btc_rsi,raw_rr,published,skip_reason,filled,fill_ts,tp1_hit_ts,tp2_hit_ts,sl_hit_ts,tp1_hold_hours,tp2_hold_hours,exit_ts,exit_price,exit_reason,pnl_pct,hold_hours
AAVE,2025-01-21 16:00:00+00:00,355.0,384.0,0.0,320.0,2025-01-24 16:00:00+00:00,Major,1.0,1,0.5245397405607809,77.55128622598504,81.0340738595655,0.8285714285714286,False,quality,True,2025-01-22 08:00:00+00:00,,,2025-01-26 20:00:00+00:00,,,2025-01-26 20:00:00+00:00,320.0,SL,-9.919154929577465,108
LINK,2025-01-21 20:00:00+00:00,25.0,28.5,0.0,22.0,2025-01-24 20:00:00+00:00,Major,1.0,1,0.779333333333334,81.91699604743084,80.15467297214417,1.1666666666666667,False,quality,True,2025-01-23 00:00:00+00:00,,,2025-02-02 12:00:00+00:00,,,2025-02-02 12:00:00+00:00,22.0,SL,-12.06,252
LINK,2025-01-26 16:00:00+00:00,25.0,29.5,0.0,22.5,2025-01-29 16:00:00+00:00,Major,2.0,2,0.532369578881207,67.09677419354838,65.28427082189489,1.8,False,quality,True,2025-01-26 20:00:00+00:00,,,2025-01-27 04:00:00+00:00,,,2025-01-27 04:00:00+00:00,22.5,SL,-10.06,8
AAVE,2025-01-30 12:00:00+00:00,299.0,323.0,355.0,281.0,2025-02-02 12:00:00+00:00,Major,1.0,1,0.5278841870824056,42.87974683544305,60.833983133824375,1.3333333333333333,False,quality,True,2025-02-01 20:00:00+00:00,,,2025-02-02 16:00:00+00:00,,,2025-02-02 16:00:00+00:00,281.0,SL,-6.080066889632107,20
HYPE,2025-01-30 12:00:00+00:00,25.0,28.5,32.5,22.0,2025-02-02 12:00:00+00:00,Major,1.0,19,0.7806184562941316,71.61543492478744,60.833983133824375,1.1666666666666667,True,,True,2025-02-01 20:00:00+00:00,,,2025-02-02 16:00:00+00:00,,,2025-02-02 16:00:00+00:00,22.0,SL,-12.06,20
AAVE,2025-01-30 16:00:00+00:00,299.0,323.0,355.0,281.0,2025-02-02 16:00:00+00:00,Major,1.0,1,0.6628953229398661,44.46509839112878,61.208635747755544,1.3333333333333333,False,quality,True,2025-02-01 20:00:00+00:00,,,2025-02-02 16:00:00+00:00,,,2025-02-02 16:00:00+00:00,281.0,SL,-6.080066889632107,20
HYPE,2025-01-30 16:00:00+00:00,25.0,28.5,32.5,22.0,2025-02-02 16:00:00+00:00,Major,1.0,19,0.6579011443876307,70.93101138647019,61.208635747755544,1.1666666666666667,False,per_token_cap,True,2025-02-01 20:00:00+00:00,,,2025-02-02 16:00:00+00:00,,,2025-02-02 16:00:00+00:00,22.0,SL,-12.06,20
AAVE,2025-01-30 20:00:00+00:00,299.0,323.0,355.0,281.0,2025-02-02 20:00:00+00:00,Major,1.0,1,0.5126057906458797,42.69462266022886,58.54756056169101,1.3333333333333333,False,quality,True,2025-02-01 20:00:00+00:00,,,2025-02-02 16:00:00+00:00,,,2025-02-02 16:00:00+00:00,281.0,SL,-6.080066889632107,20
HYPE,2025-01-30 20:00:00+00:00,25.0,28.5,32.5,22.0,2025-02-02 20:00:00+00:00,Major,1.0,19,0.9135622108595081,72.32142857142857,58.54756056169101,1.1666666666666667,False,per_token_cap,True,2025-02-01 20:00:00+00:00,,,2025-02-02 16:00:00+00:00,,,2025-02-02 16:00:00+00:00,22.0,SL,-12.06,20
XRP,2025-02-14 16:00:00+00:00,2.6,3.1,0.0,2.3,2025-02-17 16:00:00+00:00,Major,1.0,1,0.6757083044360535,67.62755447286506,51.02579647901659,1.6666666666666652,False,quality,False,,,,,,,,0.0,,0.0,0
TAO,2025-02-20 16:00:00+00:00,426.0,473.0,504.0,399.0,2025-02-23 16:00:00+00:00,Major,1.0,13,0.7581403447675438,68.09499225606608,54.671764267064496,1.7407407407407407,True,,True,2025-02-22 04:00:00+00:00,,,2025-02-24 20:00:00+00:00,,,2025-02-24 20:00:00+00:00,399.0,SL,-6.398028169014084,64
TAO,2025-02-20 20:00:00+00:00,426.0,473.0,504.0,399.0,2025-02-23 20:00:00+00:00,Major,1.0,13,0.972662371582796,69.48148148148147,54.16317425725973,1.7407407407407407,False,per_token_cap,True,2025-02-22 04:00:00+00:00,,,2025-02-24 20:00:00+00:00,,,2025-02-24 20:00:00+00:00,399.0,SL,-6.398028169014084,64
NEAR,2025-02-20 20:00:00+00:00,3.3,3.6,3.8,3.1,2025-02-23 20:00:00+00:00,Major,2.0,8,0.6370572207084477,60.588716271463596,54.16317425725973,1.5000000000000033,True,,True,2025-02-21 16:00:00+00:00,2025-02-22 08:00:00+00:00,,2025-02-24 20:00:00+00:00,16.0,,2025-02-24 20:00:00+00:00,3.1,SL,-6.120606060606053,76
XRP,2025-03-19 12:00:00+00:00,2.3,2.6,2.7,2.1,2025-03-22 12:00:00+00:00,Major,2.0,1,1.4583810302534774,71.87467143307748,60.24136623946074,1.5000000000000033,False,quality,False,,,,,,,,0.0,,0.0,0
