symbol,breakout_ts,level,tp1,tp2,sl,expires_at,tier,confluence,touches,breakout_magnitude_atr,token_rsi,btc_rsi,raw_rr,published,skip_reason,filled,fill_ts,tp1_hit_ts,tp2_hit_ts,sl_hit_ts,tp1_hold_hours,tp2_hold_hours,exit_ts,exit_price,exit_reason,pnl_pct,hold_hours
AAVE,2025-05-08 16:00:00+00:00,191.0,221.0,0.0,173.0,2025-05-11 16:00:00+00:00,Minor,1.0,1,0.6700945851583817,76.16269648355211,73.84616201319412,1.6666666666666667,False,quality,False,,,,,,,,0.0,,0.0,0
AVAX,2025-05-08 16:00:00+00:00,20.0,21.0,22.0,18.5,2025-05-11 16:00:00+00:00,Major,4.0,10,1.2941176470588225,46.71999999999999,73.84616201319412,0.6666666666666666,False,momentum,False,,,,,,,,0.0,,0.0,0
TAO,2025-05-08 16:00:00+00:00,375.0,473.0,0.0,358.0,2025-05-11 16:00:00+00:00,Major,2.0,8,1.441678867740361,62.12027278363296,73.84616201319412,5.764705882352941,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
DOGE,2025-05-08 16:00:00+00:00,0.178,0.193,0.206,0.17,2025-05-11 16:00:00+00:00,Major,1.0,7,1.5022804544323747,62.387810477979535,73.84616201319412,1.8750000000000064,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
BNB,2025-05-08 16:00:00+00:00,611.0,625.0,0.0,599.0,2025-05-11 16:00:00+00:00,Major,2.0,3,0.7367497807292304,61.902193455591494,73.84616201319412,1.1666666666666667,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
DOT,2025-05-08 16:00:00+00:00,4.1,4.3,4.7,3.9,2025-05-11 16:00:00+00:00,Major,3.0,10,1.2414587332053781,54.61139896373059,73.84616201319412,1.0000000000000022,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
NEAR,2025-05-08 16:00:00+00:00,2.5,2.6,2.8,2.2,2025-05-11 16:00:00+00:00,Major,2.0,21,0.7953110910730384,52.53623188405796,73.84616201319412,0.3333333333333338,True,,False,,,,,,,,0.0,,0.0,0
UNI,2025-05-08 16:00:00+00:00,5.3,5.6,5.9,4.8,2025-05-11 16:00:00+00:00,Major,2.0,7,1.085297691373026,56.531049250535325,73.84616201319412,0.5999999999999996,True,,False,,,,,,,,0.0,,0.0,0
XRP,2025-05-08 20:00:00+00:00,2.2,2.3,2.4,2.1,2025-05-11 20:00:00+00:00,Major,3.0,20,1.4518180335887791,53.50401388587544,77.23302759076887,0.9999999999999956,True,,False,,,,,,,,0.0,,0.0,0
SOL,2025-05-08 20:00:00+00:00,157.0,169.0,0.0,148.0,2025-05-11 20:00:00+00:00,Minor,1.0,1,1.2659393939393957,74.82078853046595,77.23302759076887,1.3333333333333333,False,quality,False,,,,,,,,0.0,,0.0,0
ADA,2025-05-08 20:00:00+00:00,0.686,0.745,0.0,0.662,2025-05-11 20:00:00+00:00,Major,1.0,19,2.136288697563654,64.82084690553748,77.23302759076887,2.4583333333333286,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
SUI,2025-05-08 20:00:00+00:00,3.4,3.9,0.0,3.3,2025-05-11 20:00:00+00:00,Major,2.0,2,2.0639501058853655,69.56622414325412,77.23302759076887,4.999999999999996,False,quality,False,,,,,,,,0.0,,0.0,0
AAVE,2025-05-08 20:00:00+00:00,191.0,221.0,0.0,173.0,2025-05-11 20:00:00+00:00,Minor,1.0,1,1.3579635624960325,78.8192944564435,77.23302759076887,1.6666666666666667,False,quality,False,,,,,,,,0.0,,0.0,0
AVAX,2025-05-08 20:00:00+00:00,21.0,22.0,0.0,20.0,2025-05-11 20:00:00+00:00,Major,1.0,1,1.0497737556561082,52.29226361031519,77.23302759076887,1.0,False,quality,False,,,,,,,,0.0,,0.0,0
TAO,2025-05-08 20:00:00+00:00,375.0,473.0,0.0,358.0,2025-05-11 20:00:00+00:00,Major,2.0,8,1.6500732064421675,63.50059737156509,77.23302759076887,5.764705882352941,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
HYPE,2025-05-08 20:00:00+00:00,21.5,23.0,24.5,20.0,2025-05-11 20:00:00+00:00,Major,3.0,4,1.2566265060240946,83.01886792452828,77.23302759076887,1.0,True,,False,,,,,,,,0.0,,0.0,0
DOGE,2025-05-08 20:00:00+00:00,0.178,0.193,0.206,0.17,2025-05-11 20:00:00+00:00,Major,1.0,7,2.3416535367775126,67.3195502357635,77.23302759076887,1.8750000000000064,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
BNB,2025-05-08 20:00:00+00:00,611.0,625.0,0.0,599.0,2025-05-11 20:00:00+00:00,Major,2.0,3,1.59365994236311,67.59443339960234,77.23302759076887,1.1666666666666667,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
DOT,2025-05-08 20:00:00+00:00,4.3,4.7,0.0,4.1,2025-05-11 20:00:00+00:00,Major,3.0,13,0.8383877159309051,59.81651376146792,77.23302759076887,2.0,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
NEAR,2025-05-08 20:00:00+00:00,2.6,2.8,0.0,2.5,2025-05-11 20:00:00+00:00,Major,3.0,12,0.8584310189359795,58.10234541577826,77.23302759076887,1.9999999999999956,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
UNI,2025-05-08 20:00:00+00:00,5.6,5.9,0.0,5.3,2025-05-11 20:00:00+00:00,Major,1.0,1,1.874605103280682,68.49456802897052,77.23302759076887,1.0000000000000029,False,quality,False,,,,,,,,0.0,,0.0,0
HYPE,2025-05-09 04:00:00+00:00,23.0,24.5,29.0,21.5,2025-05-12 04:00:00+00:00,Minor,1.0,0,1.0980392156862728,85.28037383177569,81.74644307187425,1.0,False,quality,False,,,,,,,,0.0,,0.0,0
XRP,2025-05-09 08:00:00+00:00,2.3,2.5,2.6,2.2,2025-05-12 08:00:00+00:00,Major,2.0,8,1.0076520948556729,66.63840610428147,79.60344974228987,2.000000000000009,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
SOL,2025-05-09 08:00:00+00:00,165.0,179.0,188.0,157.0,2025-05-12 08:00:00+00:00,Minor,1.0,1,1.1140341341450153,82.66767143933683,79.60344974228987,1.75,False,quality,False,,,,,,,,0.0,,0.0,0
ADA,2025-05-09 08:00:00+00:00,0.771,0.993,1.135,0.744,2025-05-12 08:00:00+00:00,Minor,1.0,1,0.5688266199649735,71.39130434782612,79.60344974228987,8.222222222222214,False,quality,True,2025-05-10 00:00:00+00:00,,,2025-05-17 00:00:00+00:00,,,2025-05-17 00:00:00+00:00,0.744,SL,-3.5619455252918315,168
HYPE,2025-05-09 08:00:00+00:00,23.0,24.5,29.0,21.5,2025-05-12 08:00:00+00:00,Minor,1.0,0,1.8509803921568615,86.76470588235293,79.60344974228987,1.0,False,quality,False,,,,,,,,0.0,,0.0,0
DOGE,2025-05-09 08:00:00+00:00,0.198,0.206,0.22,0.193,2025-05-12 08:00:00+00:00,Minor,1.0,1,0.9701001644490953,77.25221460805615,79.60344974228987,1.5999999999999945,False,quality,False,,,,,,,,0.0,,0.0,0
NEAR,2025-05-09 08:00:00+00:00,2.8,3.1,3.5,2.6,2025-05-12 08:00:00+00:00,Major,1.0,1,0.7179487179487203,68.4995340167754,79.60344974228987,1.5000000000000033,False,quality,False,,,,,,,,0.0,,0.0,0
XRP,2025-05-09 12:00:00+00:00,2.3,2.5,2.6,2.2,2025-05-12 12:00:00+00:00,Major,2.0,8,0.5250397757405875,63.077644851043864,79.26732510923787,2.000000000000009,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
SOL,2025-05-09 12:00:00+00:00,165.0,179.0,188.0,157.0,2025-05-12 12:00:00+00:00,Minor,1.0,1,0.8750951190346782,81.95606694560668,79.26732510923787,1.75,False,quality,False,,,,,,,,0.0,,0.0,0
HYPE,2025-05-09 12:00:00+00:00,23.0,24.5,29.0,21.5,2025-05-12 12:00:00+00:00,Minor,1.0,0,1.5137254901960775,86.13861386138612,79.26732510923787,1.0,False,quality,False,,,,,,,,0.0,,0.0,0
DOGE,2025-05-09 12:00:00+00:00,0.198,0.206,0.22,0.193,2025-05-12 12:00:00+00:00,Minor,1.0,1,0.6509194199431905,76.03029235646353,79.26732510923787,1.5999999999999945,False,quality,False,,,,,,,,0.0,,0.0,0
NEAR,2025-05-09 12:00:00+00:00,2.8,3.1,3.5,2.6,2025-05-12 12:00:00+00:00,Major,1.0,1,0.5356125356125376,67.53121998078771,79.26732510923787,1.5000000000000033,False,quality,False,,,,,,,,0.0,,0.0,0
XRP,2025-05-09 16:00:00+00:00,2.3,2.5,2.6,2.2,2025-05-12 16:00:00+00:00,Major,2.0,8,0.6151981210697809,63.79944802207913,80.87383493169094,2.000000000000009,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
SOL,2025-05-09 16:00:00+00:00,165.0,179.0,188.0,157.0,2025-05-12 16:00:00+00:00,Minor,1.0,1,1.0485922382867687,82.47841543930927,80.87383493169094,1.75,False,quality,False,,,,,,,,0.0,,0.0,0
HYPE,2025-05-09 16:00:00+00:00,23.0,24.5,29.0,21.5,2025-05-12 16:00:00+00:00,Minor,1.0,0,1.6235294117647054,86.34886240520042,80.87383493169094,1.0,False,quality,False,,,,,,,,0.0,,0.0,0
DOGE,2025-05-09 16:00:00+00:00,0.198,0.206,0.22,0.193,2025-05-12 16:00:00+00:00,Minor,1.0,1,0.7430109134399754,76.3961151578217,80.87383493169094,1.5999999999999945,False,quality,False,,,,,,,,0.0,,0.0,0
NEAR,2025-05-09 16:00:00+00:00,2.8,3.1,3.5,2.6,2025-05-12 16:00:00+00:00,Major,1.0,1,0.5185185185185199,67.4373795761079,80.87383493169094,1.5000000000000033,False,quality,False,,,,,,,,0.0,,0.0,0
SOL,2025-05-09 20:00:00+00:00,165.0,179.0,188.0,157.0,2025-05-12 20:00:00+00:00,Minor,1.0,1,1.1840417436677908,82.8656568164887,79.67761510365334,1.75,False,quality,False,,,,,,,,0.0,,0.0,0
HYPE,2025-05-09 20:00:00+00:00,23.0,24.5,29.0,21.5,2025-05-12 20:00:00+00:00,Minor,1.0,0,1.4117647058823528,85.93749999999999,79.67761510365334,1.0,False,quality,False,,,,,,,,0.0,,0.0,0
DOGE,2025-05-09 20:00:00+00:00,0.198,0.206,0.22,0.193,2025-05-12 20:00:00+00:00,Minor,1.0,1,0.763940798325609,76.47770480470099,79.67761510365334,1.5999999999999945,False,quality,False,,,,,,,,0.0,,0.0,0
NEAR,2025-05-09 20:00:00+00:00,2.8,3.1,3.5,2.6,2025-05-12 20:00:00+00:00,Major,1.0,1,0.5754985754985756,67.74809160305342,79.67761510365334,1.5000000000000033,False,quality,False,,,,,,,,0.0,,0.0,0
DOGE,2025-05-10 04:00:00+00:00,0.206,0.22,0.239,0.193,2025-05-13 04:00:00+00:00,Minor,1.0,1,1.7378190255220427,84.94551325171531,81.15731409849361,1.0769230769230793,False,quality,False,,,,,,,,0.0,,0.0,0
DOGE,2025-05-10 08:00:00+00:00,0.206,0.22,0.239,0.193,2025-05-13 08:00:00+00:00,Minor,1.0,1,1.5782721441244716,84.59950454170107,80.75100257615594,1.0769230769230793,False,quality,False,,,,,,,,0.0,,0.0,0
DOGE,2025-05-10 12:00:00+00:00,0.22,0.239,0.0,0.206,2025-05-13 12:00:00+00:00,Minor,1.0,1,0.66875938310359,85.49390718174746,80.36488920103784,1.3571428571428552,False,quality,True,2025-05-13 00:00:00+00:00,2025-05-13 16:00:00+00:00,,2025-05-30 00:00:00+00:00,16.0,,2025-05-30 00:00:00+00:00,0.206,SL,-6.423636363636369,408
DOGE,2025-05-10 16:00:00+00:00,0.22,0.239,0.0,0.206,2025-05-13 16:00:00+00:00,Minor,1.0,1,1.461716937354989,86.90308988764045,80.43456400863566,1.3571428571428552,False,quality,True,2025-05-13 00:00:00+00:00,2025-05-13 16:00:00+00:00,,2025-05-30 00:00:00+00:00,16.0,,2025-05-30 00:00:00+00:00,0.206,SL,-6.423636363636369,408
AAVE,2025-05-10 20:00:00+00:00,221.0,248.0,263.0,191.0,2025-05-13 20:00:00+00:00,Minor,1.0,1,0.5569382973184056,85.90529247910865,82.36087221849388,0.9,False,quality,True,2025-05-11 00:00:00+00:00,2025-05-19 20:00:00+00:00,2025-05-20 00:00:00+00:00,,212.0,216.0,2025-05-20 00:00:00+00:00,263.0,TP2,18.94452488687783,216
DOGE,2025-05-10 20:00:00+00:00,0.22,0.239,0.0,0.206,2025-05-13 20:00:00+00:00,Minor,1.0,1,2.9262999863518506,88.89550461446859,82.36087221849388,1.3571428571428552,False,quality,True,2025-05-13 00:00:00+00:00,2025-05-13 16:00:00+00:00,,2025-05-30 00:00:00+00:00,16.0,,2025-05-30 00:00:00+00:00,0.206,SL,-6.423636363636369,408
DOT,2025-05-10 20:00:00+00:00,5.0,5.2,6.3,4.7,2025-05-13 20:00:00+00:00,Major,2.0,6,1.420223243598162,85.22083805209515,82.36087221849388,0.6666666666666676,False,per_token_cap,True,2025-05-11 04:00:00+00:00,2025-05-12 04:00:00+00:00,,2025-05-15 12:00:00+00:00,24.0,,2025-05-15 12:00:00+00:00,4.7,SL,-6.059999999999996,104
UNI,2025-05-10 20:00:00+00:00,6.7,7.4,0.0,6.3,2025-05-13 20:00:00+00:00,Major,1.0,1,2.204419889502762,86.05678233438485,82.36087221849388,1.749999999999999,False,quality,True,2025-05-12 16:00:00+00:00,,,2025-05-15 08:00:00+00:00,,,2025-05-15 08:00:00+00:00,6.3,SL,-6.030149253731349,64
SUI,2025-05-12 04:00:00+00:00,4.0,5.4,0.0,3.4,2025-05-15 04:00:00+00:00,Major,1.0,1,0.6775501113585741,73.95568470759171,75.67661122992081,2.3333333333333335,False,quality,True,2025-05-12 12:00:00+00:00,,,2025-05-30 00:00:00+00:00,,,2025-05-30 00:00:00+00:00,3.4,SL,-15.060000000000002,420
NEAR,2025-05-12 04:00:00+00:00,3.1,3.4,0.0,2.9,2025-05-15 04:00:00+00:00,Major,1.0,2,0.5470198675496686,72.01492537313433,75.67661122992081,1.4999999999999978,False,quality,True,2025-05-12 16:00:00+00:00,,,2025-05-15 04:00:00+00:00,,,2025-05-15 04:00:00+00:00,2.9,SL,-6.511612903225811,60
BNB,2025-05-12 08:00:00+00:00,661.0,679.0,697.0,635.0,2025-05-15 08:00:00+00:00,Major,3.0,19,1.0057555770281066,78.24976279103711,73.28038745117581,0.6923076923076923,True,,True,2025-05-12 12:00:00+00:00,,,2025-05-18 20:00:00+00:00,,,2025-05-18 20:00:00+00:00,635.0,SL,-3.9934341906202726,152
ETH,2025-05-13 20:00:00+00:00,2585.0,2820.0,3215.0,2345.0,2025-05-16 20:00:00+00:00,Minor,1.0,1,0.679227305558544,88.84492145539343,75.73976907145455,0.9791666666666666,False,quality,True,2025-05-14 08:00:00+00:00,,,2025-05-18 20:00:00+00:00,,,2025-05-18 20:00:00+00:00,2345.0,SL,-9.34433268858801,108
SOL,2025-05-13 20:00:00+00:00,179.0,189.0,199.0,168.0,2025-05-16 20:00:00+00:00,Major,2.0,2,0.5774073109316664,85.64280215550423,75.73976907145455,0.9090909090909091,False,quality,True,2025-05-14 08:00:00+00:00,,,2025-05-15 12:00:00+00:00,,,2025-05-15 12:00:00+00:00,168.0,SL,-6.205251396648044,28
AAVE,2025-05-16 04:00:00+00:00,229.0,248.0,299.0,210.0,2025-05-19 04:00:00+00:00,Minor,1.0,3,0.506017048303527,76.87539304644689,76.87955361212511,1.0,True,,True,2025-05-16 20:00:00+00:00,2025-05-19 20:00:00+00:00,2025-06-10 08:00:00+00:00,,72.0,588.0,2025-06-10 08:00:00+00:00,299.0,TP2,30.50768558951965,588
AAVE,2025-05-16 08:00:00+00:00,229.0,248.0,299.0,210.0,2025-05-19 08:00:00+00:00,Minor,1.0,3,0.7569781046297842,77.73356401384085,76.5297728328689,1.0,False,per_token_cap,True,2025-05-16 20:00:00+00:00,2025-05-19 20:00:00+00:00,2025-06-10 08:00:00+00:00,,72.0,588.0,2025-06-10 08:00:00+00:00,299.0,TP2,30.50768558951965,588
HYPE,2025-05-16 16:00:00+00:00,26.5,29.0,32.5,25.0,2025-05-19 16:00:00+00:00,Minor,1.0,1,0.7919075144508674,82.38583410997205,77.67403094874533,1.6666666666666667,False,quality,True,2025-05-17 00:00:00+00:00,2025-05-22 00:00:00+00:00,2025-05-22 16:00:00+00:00,,120.0,136.0,2025-05-22 16:00:00+00:00,32.5,TP2,22.581509433962268,136
SOL,2025-05-18 12:00:00+00:00,166.0,181.0,197.0,157.0,2025-05-21 12:00:00+00:00,Major,2.0,3,1.0051784464660594,60.383667722632865,62.081867988297205,1.6666666666666667,True,,True,2025-05-18 20:00:00+00:00,2025-05-23 00:00:00+00:00,,2025-05-30 16:00:00+00:00,100.0,,2025-05-30 16:00:00+00:00,157.0,SL,-5.481686746987951,284
LINK,2025-05-18 12:00:00+00:00,15.5,17.5,19.0,14.0,2025-05-21 12:00:00+00:00,Major,2.0,8,0.7247259439707688,54.044750430292595,62.081867988297205,1.3333333333333333,True,,True,2025-05-18 16:00:00+00:00,,,2025-05-30 16:00:00+00:00,,,2025-05-30 16:00:00+00:00,14.0,SL,-9.73741935483871,288
SUI,2025-05-18 12:00:00+00:00,3.8,4.1,5.4,3.4,2025-05-21 12:00:00+00:00,Minor,1.0,2,0.5714852795236529,47.58048390321935,62.081867988297205,0.7499999999999997,False,quality,True,2025-05-18 16:00:00+00:00,2025-05-22 04:00:00+00:00,,2025-05-30 00:00:00+00:00,84.0,,2025-05-30 00:00:00+00:00,3.4,SL,-10.586315789473682,272
AAVE,2025-05-18 12:00:00+00:00,224.0,248.0,266.0,210.0,2025-05-21 12:00:00+00:00,Major,3.0,3,0.9875541336662642,69.14438502673798,62.081867988297205,1.7142857142857142,False,per_token_cap,True,2025-05-18 16:00:00+00:00,2025-05-19 20:00:00+00:00,2025-05-20 00:00:00+00:00,,28.0,32.0,2025-05-20 00:00:00+00:00,266.0,TP2,18.69,32
DOGE,2025-05-18 12:00:00+00:00,0.219,0.251,0.0,0.205,2025-05-21 12:00:00+00:00,Major,1.0,1,0.8586952735885195,64.39269132844092,62.081867988297205,2.285714285714284,False,quality,True,2025-05-18 20:00:00+00:00,2025-05-23 00:00:00+00:00,,2025-05-30 00:00:00+00:00,100.0,,2025-05-30 00:00:00+00:00,0.205,SL,-6.452694063926946,268
SOL,2025-05-18 20:00:00+00:00,166.0,181.0,197.0,157.0,2025-05-21 20:00:00+00:00,Major,2.0,3,0.7151854443666911,58.20646119569253,65.53723786331221,1.6666666666666667,False,per_token_cap,True,2025-05-19 00:00:00+00:00,2025-05-23 00:00:00+00:00,,2025-05-30 16:00:00+00:00,96.0,,2025-05-30 16:00:00+00:00,157.0,SL,-5.481686746987951,280
DOGE,2025-05-18 20:00:00+00:00,0.219,0.251,0.0,0.205,2025-05-21 20:00:00+00:00,Major,1.0,1,0.684615652537355,63.414634146341456,65.53723786331221,2.285714285714284,False,quality,True,2025-05-19 04:00:00+00:00,2025-05-23 00:00:00+00:00,,2025-05-30 00:00:00+00:00,92.0,,2025-05-30 00:00:00+00:00,0.205,SL,-6.452694063926946,260
AAVE,2025-05-19 20:00:00+00:00,236.0,266.0,0.0,224.0,2025-05-22 20:00:00+00:00,Minor,1.0,1,0.6011830862484476,69.38017406070898,61.97293543657557,2.5,False,quality,False,,,,,,,,0.0,,0.0,0
TAO,2025-05-21 20:00:00+00:00,426.0,563.0,601.0,378.0,2025-05-24 20:00:00+00:00,Major,2.0,5,0.6561202293850105,45.526057030481795,72.27088473526783,2.8541666666666665,False,momentum,True,2025-05-23 20:00:00+00:00,,,2025-05-30 20:00:00+00:00,,,2025-05-30 20:00:00+00:00,378.0,SL,-11.327605633802818,168
HYPE,2025-05-21 20:00:00+00:00,26.5,29.0,32.5,25.0,2025-05-24 20:00:00+00:00,Major,2.0,5,0.7296587926509187,66.5924276169265,72.27088473526783,1.6666666666666667,True,,False,,,,,,,,0.0,,0.0,0
HYPE,2025-05-22 04:00:00+00:00,28.0,32.5,35.0,26.5,2025-05-25 04:00:00+00:00,Minor,1.0,1,1.211107155571377,74.80245829675152,83.06654306635079,3.0,False,quality,False,,,,,,,,0.0,,0.0,0
HYPE,2025-05-22 08:00:00+00:00,28.0,32.5,35.0,26.5,2025-05-25 08:00:00+00:00,Minor,1.0,1,1.584905660377358,76.35914332784185,82.97997762854529,3.0,False,quality,False,,,,,,,,0.0,,0.0,0
HYPE,2025-05-22 12:00:00+00:00,28.0,32.5,35.0,26.5,2025-05-25 12:00:00+00:00,Minor,1.0,1,1.7543609825560689,77.00320512820512,83.3930774368444,3.0,False,quality,False,,,,,,,,0.0,,0.0,0
HYPE,2025-05-22 16:00:00+00:00,28.0,32.5,35.0,26.5,2025-05-25 16:00:00+00:00,Minor,1.0,1,2.9056603773584886,80.59499661933738,83.25776083601879,3.0,False,quality,False,,,,,,,,0.0,,0.0,0
HYPE,2025-05-22 20:00:00+00:00,28.0,32.5,35.0,26.5,2025-05-25 20:00:00+00:00,Minor,1.0,1,2.477038091847631,79.39698492462311,83.90569493254951,3.0,False,quality,False,,,,,,,,0.0,,0.0,0
AAVE,2025-05-24 12:00:00+00:00,259.0,333.0,355.0,247.0,2025-05-27 12:00:00+00:00,Major,1.0,1,0.6126289004955131,71.97024486000623,65.74950356884327,6.166666666666667,False,quality,True,2025-05-25 00:00:00+00:00,,,2025-05-30 00:00:00+00:00,,,2025-05-30 00:00:00+00:00,247.0,SL,-4.693204633204632,120
BNB,2025-05-24 16:00:00+00:00,664.0,687.0,750.0,651.0,2025-05-27 16:00:00+00:00,Major,1.0,1,0.5262969160889328,60.66531009466514,65.80968917530194,1.7692307692307692,False,quality,True,2025-05-25 00:00:00+00:00,2025-05-27 12:00:00+00:00,,2025-05-31 00:00:00+00:00,60.0,,2025-05-31 00:00:00+00:00,651.0,SL,-2.017831325301205,144
LINK,2025-05-29 00:00:00+00:00,15.5,17.5,19.0,14.0,2025-06-01 00:00:00+00:00,Major,2.0,10,0.5159944367176645,53.443526170798926,58.50183513635882,1.3333333333333333,True,,True,2025-05-29 12:00:00+00:00,,,2025-05-30 16:00:00+00:00,,,2025-05-30 16:00:00+00:00,14.0,SL,-9.73741935483871,28
XRP,2025-06-08 12:00:00+00:00,2.2,2.3,2.5,2.1,2025-06-11 12:00:00+00:00,Major,2.0,20,0.850950212030783,53.05147058823528,51.604504333872825,0.9999999999999956,True,,False,,,,,,,,0.0,,0.0,0
XRP,2025-06-08 16:00:00+00:00,2.2,2.3,2.5,2.1,2025-06-11 16:00:00+00:00,Major,2.0,20,0.9718862886759861,53.98198198198198,52.777099163983074,0.9999999999999956,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
XRP,2025-06-08 20:00:00+00:00,2.2,2.3,2.5,2.1,2025-06-11 20:00:00+00:00,Major,2.0,20,0.7366106486571355,52.13643178410792,50.59847768850283,0.9999999999999956,False,per_token_cap,False,,,,,,,,0.0,,0.0,0
TAO,2025-06-09 12:00:00+00:00,391.0,430.0,464.0,366.0,2025-06-12 12:00:00+00:00,Major,1.0,1,0.5738380074524411,58.927668184117344,64.7802057648159,1.56,False,quality,True,2025-06-12 04:00:00+00:00,,,2025-06-13 00:00:00+00:00,,,2025-06-13 00:00:00+00:00,366.0,SL,-6.45386189258312,20
BTC,2025-06-09 16:00:00+00:00,106400.0,109600.0,111700.0,103600.0,2025-06-12 16:00:00+00:00,Major,2.0,9,0.8185996057464432,67.24389321773236,67.24389321773236,1.1428571428571428,True,,False,,,,,,,,0.0,,0.0,0
TAO,2025-06-09 16:00:00+00:00,391.0,430.0,464.0,366.0,2025-06-12 16:00:00+00:00,Major,1.0,1,0.5244165522651507,58.55028075548749,67.24389321773236,1.56,False,quality,True,2025-06-12 04:00:00+00:00,,,2025-06-13 00:00:00+00:00,,,2025-06-13 00:00:00+00:00,366.0,SL,-6.45386189258312,20
BTC,2025-06-09 20:00:00+00:00,106400.0,109600.0,111700.0,103600.0,2025-06-12 20:00:00+00:00,Major,2.0,9,1.4608201748912686,70.95844328586232,70.95844328586232,1.1428571428571428,False,per_token_cap,True,2025-06-12 20:00:00+00:00,,,2025-06-13 00:00:00+00:00,,,2025-06-13 00:00:00+00:00,103600.0,SL,-2.691578947368421,4
ETH,2025-06-09 20:00:00+00:00,2525.0,2680.0,2820.0,2415.0,2025-06-12 20:00:00+00:00,Major,3.0,36,1.2904533003761163,62.39111244357835,70.95844328586232,1.4090909090909092,True,,False,,,,,,,,0.0,,0.0,0
AAVE,2025-06-09 20:00:00+00:00,263.0,290.0,333.0,246.0,2025-06-12 20:00:00+00:00,Major,2.0,16,1.2208149070456404,66.38638435822105,70.95844328586232,1.588235294117647,True,,False,,,,,,,,0.0,,0.0,0
TAO,2025-06-09 20:00:00+00:00,391.0,430.0,464.0,366.0,2025-06-12 20:00:00+00:00,Major,1.0,1,0.7989801921945486,60.56338028169014,70.95844328586232,1.56,False,quality,True,2025-06-12 04:00:00+00:00,,,2025-06-13 00:00:00+00:00,,,2025-06-13 00:00:00+00:00,366.0,SL,-6.45386189258312,20
HYPE,2025-06-09 20:00:00+00:00,37.0,39.0,0.0,33.5,2025-06-12 20:00:00+00:00,Major,1.0,1,0.6037338942939787,73.11577311577312,70.95844328586232,0.5714285714285714,False,quality,False,,,,,,,,0.0,,0.0,0
DOGE,2025-06-09 20:00:00+00:00,0.186,0.196,0.215,0.175,2025-06-12 20:00:00+00:00,Major,2.0,4,0.7171635777598703,51.246485473289596,70.95844328586232,0.9090909090909091,True,,True,2025-06-12 12:00:00+00:00,,,2025-06-13 00:00:00+00:00,,,2025-06-13 00:00:00+00:00,0.175,SL,-5.973978494623661,12
HBAR,2025-06-09 20:00:00+00:00,0.172,0.18,0.187,0.161,2025-06-12 20:00:00+00:00,Major,2.0,6,0.6693587465675992,65.02393691917767,70.95844328586232,0.7272727272727291,True,,True,2025-06-11 20:00:00+00:00,,,2025-06-13 00:00:00+00:00,,,2025-06-13 00:00:00+00:00,0.161,SL,-6.455348837209293,28
UNI,2025-06-10 12:00:00+00:00,7.7,8.3,9.4,6.6,2025-06-13 12:00:00+00:00,Minor,1.0,1,0.8515236129658861,79.32823593664662,64.16225277511688,0.5454545454545456,False,quality,True,2025-06-12 20:00:00+00:00,,,2025-06-21 20:00:00+00:00,,,2025-06-21 20:00:00+00:00,6.6,SL,-14.345714285714294,216
ETH,2025-06-10 16:00:00+00:00,2685.0,2820.0,3225.0,2610.0,2025-06-13 16:00:00+00:00,Major,3.0,8,0.679871420670166,67.7815422928793,66.33213031758554,1.8,False,per_token_cap,True,2025-06-12 20:00:00+00:00,,,2025-06-13 00:00:00+00:00,,,2025-06-13 00:00:00+00:00,2610.0,SL,-2.853296089385475,4
UNI,2025-06-10 16:00:00+00:00,7.7,8.3,9.4,6.6,2025-06-13 16:00:00+00:00,Minor,1.0,1,0.9670996722107562,79.70509383378014,66.33213031758554,0.5454545454545456,False,quality,True,2025-06-12 20:00:00+00:00,,,2025-06-21 20:00:00+00:00,,,2025-06-21 20:00:00+00:00,6.6,SL,-14.345714285714294,216
ETH,2025-06-10 20:00:00+00:00,2685.0,2820.0,3225.0,2610.0,2025-06-13 20:00:00+00:00,Major,3.0,8,1.0073872877318455,69.65829447216998,69.75682717561133,1.8,False,per_token_cap,True,2025-06-12 20:00:00+00:00,,,2025-06-13 00:00:00+00:00,,,2025-06-13 00:00:00+00:00,2610.0,SL,-2.853296089385475,4
UNI,2025-06-10 20:00:00+00:00,7.7,8.3,9.4,6.6,2025-06-13 20:00:00+00:00,Minor,1.0,1,1.6401602525191192,81.65293262239454,69.75682717561133,0.5454545454545456,False,quality,True,2025-06-12 20:00:00+00:00,,,2025-06-21 20:00:00+00:00,,,2025-06-21 20:00:00+00:00,6.6,SL,-14.345714285714294,216
