symbol,breakout_ts,level,tp,sl,tp_source,expires_at,confluence,touches,tier,breakout_magnitude_atr,token_rsi,btc_rsi,raw_rr,passed_quality,passed_momentum,published,skip_reason,filled,fill_ts,exit_ts,exit_price,exit_reason,pnl_pct,hold_hours
XRP,2025-06-16 16:00:00+00:00,2.2,2.5,2.1,tp2,2025-06-19 16:00:00+00:00,2.0,11,Major,1.4940232777603029,66.30817726682739,64.66961791944746,2.9999999999999956,True,True,False,per_token_cap,True,2025-06-17 08:00:00+00:00,2025-06-20 16:00:00+00:00,2.1,SL,-4.605454545454549,80
SOL,2025-06-28 16:00:00+00:00,145.0,169.0,136.0,tp2,2025-07-01 16:00:00+00:00,3.0,25,Major,0.6411436879088914,54.44467255183741,60.65894263668198,2.6666666666666665,True,True,True,,False,,,0.0,,0.0,0
SOL,2025-06-28 20:00:00+00:00,145.0,169.0,136.0,tp2,2025-07-01 20:00:00+00:00,3.0,25,Major,0.6467975123172603,54.49138638228057,60.91206362114193,2.6666666666666665,True,True,False,per_token_cap,True,2025-07-01 20:00:00+00:00,2025-07-15 20:00:00+00:00,163.98,TIMEOUT,13.029655172413786,336
AVAX,2025-06-29 20:00:00+00:00,18.0,20.5,17.0,tp1,2025-07-02 20:00:00+00:00,1.0,2,Major,0.6966598500340839,55.84642233856895,65.57219393641333,2.5,False,True,False,quality,True,2025-06-30 04:00:00+00:00,2025-07-01 20:00:00+00:00,17.0,SL,-5.615555555555555,40
AVAX,2025-07-02 04:00:00+00:00,17.0,20.0,15.5,tp2,2025-07-05 04:00:00+00:00,1.0,1,Major,0.5395348837209291,58.320126782884294,74.95411983108592,2.0,False,True,False,quality,False,,,0.0,,0.0,0
BNB,2025-07-02 04:00:00+00:00,648.0,687.0,638.0,tp2,2025-07-05 04:00:00+00:00,3.0,21,Major,0.6605977848581428,79.57264957264957,74.95411983108592,3.9,True,True,True,,False,,,0.0,,0.0,0
NEAR,2025-07-02 04:00:00+00:00,2.0,2.5,1.8,tp2,2025-07-05 04:00:00+00:00,2.0,6,Major,1.0529247910863506,63.44195519348269,74.95411983108592,2.5000000000000004,True,True,True,,False,,,0.0,,0.0,0
AVAX,2025-07-02 08:00:00+00:00,17.0,20.0,15.5,tp2,2025-07-05 08:00:00+00:00,1.0,1,Major,0.5209302325581388,58.18759936406994,75.7457679889117,2.0,False,True,False,quality,False,,,0.0,,0.0,0
BNB,2025-07-02 08:00:00+00:00,648.0,687.0,638.0,tp2,2025-07-05 08:00:00+00:00,3.0,21,Major,0.6450209882162554,79.50843098028007,75.7457679889117,3.9,True,True,False,per_token_cap,False,,,0.0,,0.0,0
NEAR,2025-07-02 08:00:00+00:00,2.0,2.5,1.8,tp2,2025-07-05 08:00:00+00:00,2.0,6,Major,0.7604456824512535,61.68623265741729,75.7457679889117,2.5000000000000004,True,True,False,per_token_cap,False,,,0.0,,0.0,0
UNI,2025-07-02 08:00:00+00:00,6.6,8.3,5.9,tp2,2025-07-05 08:00:00+00:00,2.0,16,Major,0.8129032258064526,64.05984359061544,75.7457679889117,2.4285714285714324,True,True,True,,False,,,0.0,,0.0,0
ADA,2025-07-02 12:00:00+00:00,0.554,0.665,0.51,tp2,2025-07-05 12:00:00+00:00,1.0,1,Major,0.7080322991925183,60.381723539618264,77.93845673923218,2.5227272727272703,False,True,False,quality,False,,,0.0,,0.0,0
AAVE,2025-07-02 12:00:00+00:00,264.0,308.0,250.0,tp2,2025-07-05 12:00:00+00:00,2.0,2,Major,0.5004499802008713,70.72863190128794,77.93845673923218,3.142857142857143,False,True,False,quality,True,2025-07-04 12:00:00+00:00,2025-07-10 16:00:00+00:00,308.0,TP,16.606666666666666,148
AVAX,2025-07-02 12:00:00+00:00,17.0,20.0,15.5,tp2,2025-07-05 12:00:00+00:00,1.0,1,Major,0.948837209302326,61.03703703703703,77.93845673923218,2.0,False,True,False,quality,False,,,0.0,,0.0,0
DOGE,2025-07-02 12:00:00+00:00,0.16,0.186,0.151,tp2,2025-07-05 12:00:00+00:00,3.0,15,Major,0.6339376021162365,64.751269035533,77.93845673923218,2.8888888888888857,True,True,True,,False,,,0.0,,0.0,0
BNB,2025-07-02 12:00:00+00:00,648.0,687.0,638.0,tp2,2025-07-05 12:00:00+00:00,3.0,21,Major,0.9657613917968938,80.7542611729969,77.93845673923218,3.9,True,True,False,per_token_cap,False,,,0.0,,0.0,0
NEAR,2025-07-02 12:00:00+00:00,2.0,2.5,1.8,tp2,2025-07-05 12:00:00+00:00,2.0,6,Major,0.9944289693593318,63.10380267214799,77.93845673923218,2.5000000000000004,True,True,False,per_token_cap,False,,,0.0,,0.0,0
UNI,2025-07-02 12:00:00+00:00,6.6,8.3,5.9,tp2,2025-07-05 12:00:00+00:00,2.0,16,Major,1.1758661887694148,66.52944901836605,77.93845673923218,2.4285714285714324,True,True,False,per_token_cap,False,,,0.0,,0.0,0
ETH,2025-07-02 16:00:00+00:00,2460.0,2680.0,2360.0,tp1,2025-07-05 16:00:00+00:00,3.0,57,Major,1.1336511240166955,79.8203015011785,79.33248445042689,2.2,True,True,True,,False,,,0.0,,0.0,0
ADA,2025-07-02 16:00:00+00:00,0.554,0.665,0.51,tp2,2025-07-05 16:00:00+00:00,1.0,1,Major,1.23756906077348,64.07970634504457,79.33248445042689,2.5227272727272703,False,True,False,quality,False,,,0.0,,0.0,0
SUI,2025-07-02 16:00:00+00:00,2.8,3.5,2.6,tp2,2025-07-05 16:00:00+00:00,1.0,3,Major,0.6053220108255272,67.38021693843832,79.33248445042689,3.5000000000000058,True,True,True,,True,2025-07-04 16:00:00+00:00,2025-07-10 20:00:00+00:00,3.5,TP,24.94000000000001,148
AAVE,2025-07-02 16:00:00+00:00,264.0,308.0,250.0,tp2,2025-07-05 16:00:00+00:00,2.0,2,Major,0.7993088304114623,72.21272229822162,79.33248445042689,3.142857142857143,False,True,False,quality,True,2025-07-04 12:00:00+00:00,2025-07-10 16:00:00+00:00,308.0,TP,16.606666666666666,148
