breakout_atr_mult,min_confluence,min_touches,min_token_rsi,retest_ttl_hours,max_hold_days,major_only,tp_cascade,min_rr,cascade_skipped,n_published,n_filled,fill_rate_pct,win_rate_pct,avg_win_pct,avg_loss_pct,avg_pnl_filled_pct,expectancy_per_signal_pct,score,n_tp,n_sl,n_timeout
2.0,50.0,0,55.0,72,21,True,False,2.0,0,19,2,10.53,50.0,5.964,-4.822,0.571,0.06,0.085,1,1,0
2.0,50.0,0,55.0,72,30,True,False,2.0,0,19,2,10.53,50.0,5.964,-4.822,0.571,0.06,0.085,1,1,0
1.0,0.0,0,55.0,72,7,True,False,2.0,0,121,40,33.06,45.0,5.262,-4.023,0.155,0.051,0.325,14,17,4
1.0,0.0,3,55.0,72,7,True,False,2.0,0,121,40,33.06,45.0,5.262,-4.023,0.155,0.051,0.325,14,17,4
1.0,50.0,0,55.0,72,7,True,False,2.0,0,121,40,33.06,45.0,5.262,-4.023,0.155,0.051,0.325,14,17,4
0.5,0.0,0,0.0,72,30,False,True,2.0,250,312,172,55.13,30.23,13.458,-5.722,0.077,0.042,0.553,45,115,3
0.5,0.0,3,0.0,72,30,False,True,2.0,250,312,172,55.13,30.23,13.458,-5.722,0.077,0.042,0.553,45,115,3
0.5,50.0,0,0.0,72,30,False,True,2.0,250,312,172,55.13,30.23,13.458,-5.722,0.077,0.042,0.553,45,115,3
2.0,0.0,0,0.0,72,14,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,0.0,0,0.0,72,21,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,0.0,0,0.0,72,30,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,0.0,0,55.0,72,14,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,0.0,0,55.0,72,21,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,0.0,0,55.0,72,30,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,0.0,3,0.0,72,14,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,0.0,3,0.0,72,21,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,0.0,3,0.0,72,30,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,0.0,3,55.0,72,14,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,0.0,3,55.0,72,21,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,0.0,3,55.0,72,30,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,50.0,0,0.0,72,14,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,50.0,0,0.0,72,21,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,50.0,0,0.0,72,30,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,50.0,0,55.0,72,14,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,50.0,0,55.0,72,21,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
2.0,50.0,0,55.0,72,30,False,False,2.0,0,27,2,7.41,50.0,5.964,-4.822,0.571,0.042,0.06,1,1,0
1.0,50.0,3,0.0,168,7,False,False,2.0,0,99,43,43.43,46.51,5.666,-4.805,0.065,0.028,0.186,15,18,8
0.5,0.0,0,55.0,72,30,False,True,2.0,250,258,136,52.71,29.41,13.012,-5.39,0.022,0.012,0.137,36,92,1
0.5,0.0,3,55.0,72,30,False,True,2.0,250,258,136,52.71,29.41,13.012,-5.39,0.022,0.012,0.137,36,92,1
0.5,50.0,0,55.0,72,30,False,True,2.0,250,258,136,52.71,29.41,13.012,-5.39,0.022,0.012,0.137,36,92,1
0.5,0.0,0,55.0,168,7,True,False,2.0,0,210,141,67.14,45.39,6.052,-5.002,0.015,0.01,0.122,51,63,23
0.5,0.0,3,55.0,168,7,True,False,2.0,0,210,141,67.14,45.39,6.052,-5.002,0.015,0.01,0.122,51,63,23
0.5,50.0,0,55.0,168,7,True,False,2.0,0,210,141,67.14,45.39,6.052,-5.002,0.015,0.01,0.122,51,63,23
0.5,0.0,0,55.0,168,7,False,False,2.0,0,262,172,65.65,40.7,6.905,-4.725,0.008,0.005,0.069,60,82,28
0.5,0.0,3,55.0,168,7,False,False,2.0,0,262,172,65.65,40.7,6.905,-4.725,0.008,0.005,0.069,60,82,28
0.5,50.0,0,55.0,168,7,False,False,2.0,0,262,172,65.65,40.7,6.905,-4.725,0.008,0.005,0.069,60,82,28
2.0,0.0,0,0.0,72,7,False,True,2.0,14,20,1,5.0,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,0.0,0,0.0,72,7,True,True,2.0,16,8,1,12.5,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,0.0,0,55.0,72,7,False,True,2.0,14,20,1,5.0,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,0.0,0,55.0,72,7,True,True,2.0,16,8,1,12.5,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,0.0,3,0.0,72,7,False,True,2.0,14,20,1,5.0,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,0.0,3,0.0,72,7,True,True,2.0,16,8,1,12.5,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,0.0,3,55.0,72,7,False,True,2.0,14,20,1,5.0,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,0.0,3,55.0,72,7,True,True,2.0,16,8,1,12.5,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,50.0,0,0.0,72,7,False,True,2.0,14,20,1,5.0,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,50.0,0,0.0,72,7,True,True,2.0,16,8,1,12.5,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,50.0,0,55.0,72,7,False,True,2.0,14,20,1,5.0,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,50.0,0,55.0,72,7,True,True,2.0,16,8,1,12.5,0.0,0.0,-0.003,-0.003,-0.0,-0.0,0,0,1
2.0,50.0,3,0.0,72,7,False,True,2.0,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,0.0,72,7,True,True,2.0,16,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,0.0,72,14,False,True,2.0,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,0.0,72,14,True,True,2.0,16,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,0.0,72,21,False,True,2.0,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,0.0,72,21,True,True,2.0,16,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,0.0,72,30,False,True,2.0,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,0.0,72,30,True,True,2.0,16,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,55.0,72,7,False,True,2.0,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,55.0,72,7,True,True,2.0,16,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,55.0,72,14,False,True,2.0,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,55.0,72,14,True,True,2.0,16,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,55.0,72,21,False,True,2.0,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,55.0,72,21,True,True,2.0,16,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,55.0,72,30,False,True,2.0,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,50.0,3,55.0,72,30,True,True,2.0,16,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.0,0.0,0,55.0,72,21,True,False,2.0,0,121,40,33.06,40.0,6.066,-4.064,-0.012,-0.004,-0.025,15,20,0
1.0,0.0,0,55.0,72,30,True,False,2.0,0,121,40,33.06,40.0,6.066,-4.064,-0.012,-0.004,-0.025,15,20,0
1.0,0.0,3,55.0,72,21,True,False,2.0,0,121,40,33.06,40.0,6.066,-4.064,-0.012,-0.004,-0.025,15,20,0
1.0,0.0,3,55.0,72,30,True,False,2.0,0,121,40,33.06,40.0,6.066,-4.064,-0.012,-0.004,-0.025,15,20,0
1.0,50.0,0,55.0,72,21,True,False,2.0,0,121,40,33.06,40.0,6.066,-4.064,-0.012,-0.004,-0.025,15,20,0
1.0,50.0,0,55.0,72,30,True,False,2.0,0,121,40,33.06,40.0,6.066,-4.064,-0.012,-0.004,-0.025,15,20,0
1.0,50.0,3,55.0,168,14,True,False,2.0,0,84,41,48.81,43.9,6.194,-4.87,-0.013,-0.006,-0.039,17,20,2
0.5,0.0,0,0.0,168,30,False,True,2.0,250,252,173,68.65,30.06,13.162,-5.675,-0.013,-0.009,-0.113,43,118,3
0.5,0.0,0,55.0,168,30,True,False,2.0,0,210,141,67.14,46.1,6.915,-5.94,-0.014,-0.009,-0.113,62,74,0
0.5,0.0,3,0.0,168,30,False,True,2.0,250,252,173,68.65,30.06,13.162,-5.675,-0.013,-0.009,-0.113,43,118,3
0.5,0.0,3,55.0,168,30,True,False,2.0,0,210,141,67.14,46.1,6.915,-5.94,-0.014,-0.009,-0.113,62,74,0
0.5,50.0,0,0.0,168,30,False,True,2.0,250,252,173,68.65,30.06,13.162,-5.675,-0.013,-0.009,-0.113,43,118,3
0.5,50.0,0,55.0,168,30,True,False,2.0,0,210,141,67.14,46.1,6.915,-5.94,-0.014,-0.009,-0.113,62,74,0
0.5,0.0,0,55.0,168,30,False,False,2.0,0,262,172,65.65,42.44,7.65,-5.664,-0.013,-0.009,-0.114,72,96,0
0.5,0.0,3,55.0,168,30,False,False,2.0,0,262,172,65.65,42.44,7.65,-5.664,-0.013,-0.009,-0.114,72,96,0
0.5,50.0,0,55.0,168,30,False,False,2.0,0,262,172,65.65,42.44,7.65,-5.664,-0.013,-0.009,-0.114,72,96,0
1.0,0.0,0,0.0,168,7,False,True,2.0,71,120,59,49.17,33.9,7.702,-3.995,-0.03,-0.015,-0.112,7,29,19
1.0,0.0,3,0.0,168,7,False,True,2.0,71,120,59,49.17,33.9,7.702,-3.995,-0.03,-0.015,-0.112,7,29,19
1.0,50.0,0,0.0,168,7,False,True,2.0,71,120,59,49.17,33.9,7.702,-3.995,-0.03,-0.015,-0.112,7,29,19
0.5,0.0,0,55.0,168,30,False,True,2.0,250,210,141,67.14,29.79,12.556,-5.366,-0.027,-0.018,-0.217,37,96,1
0.5,0.0,3,55.0,168,30,False,True,2.0,250,210,141,67.14,29.79,12.556,-5.366,-0.027,-0.018,-0.217,37,96,1
0.5,50.0,0,55.0,168,30,False,True,2.0,250,210,141,67.14,29.79,12.556,-5.366,-0.027,-0.018,-0.217,37,96,1
1.0,0.0,0,0.0,168,14,False,False,2.0,0,146,69,47.26,43.48,6.518,-5.094,-0.045,-0.021,-0.177,27,35,5
1.0,0.0,3,0.0,168,14,False,False,2.0,0,146,69,47.26,43.48,6.518,-5.094,-0.045,-0.021,-0.177,27,35,5
1.0,50.0,0,0.0,168,14,False,False,2.0,0,146,69,47.26,43.48,6.518,-5.094,-0.045,-0.021,-0.177,27,35,5
0.5,0.0,0,55.0,72,7,False,True,2.0,250,258,136,52.71,34.56,9.001,-4.865,-0.073,-0.039,-0.45,24,76,31
0.5,0.0,3,55.0,72,7,False,True,2.0,250,258,136,52.71,34.56,9.001,-4.865,-0.073,-0.039,-0.45,24,76,31
0.5,50.0,0,55.0,72,7,False,True,2.0,250,258,136,52.71,34.56,9.001,-4.865,-0.073,-0.039,-0.45,24,76,31
1.0,0.0,0,0.0,72,7,True,False,2.0,0,128,42,32.81,42.86,5.262,-4.189,-0.139,-0.046,-0.295,14,19,4
1.0,0.0,3,0.0,72,7,True,False,2.0,0,128,42,32.81,42.86,5.262,-4.189,-0.139,-0.046,-0.295,14,19,4
1.0,50.0,0,0.0,72,7,True,False,2.0,0,128,42,32.81,42.86,5.262,-4.189,-0.139,-0.046,-0.295,14,19,4
1.0,50.0,3,0.0,168,14,True,False,2.0,0,88,42,47.73,42.86,6.257,-4.887,-0.111,-0.053,-0.343,17,21,2
1.0,0.0,0,55.0,72,14,True,False,2.0,0,121,40,33.06,40.0,5.68,-4.064,-0.166,-0.055,-0.348,14,20,1
1.0,0.0,3,55.0,72,14,True,False,2.0,0,121,40,33.06,40.0,5.68,-4.064,-0.166,-0.055,-0.348,14,20,1
1.0,50.0,0,55.0,72,14,True,False,2.0,0,121,40,33.06,40.0,5.68,-4.064,-0.166,-0.055,-0.348,14,20,1
1.0,0.0,0,55.0,168,7,False,True,2.0,71,115,56,48.7,32.14,7.982,-3.963,-0.123,-0.06,-0.45,7,28,17
1.0,0.0,3,55.0,168,7,False,True,2.0,71,115,56,48.7,32.14,7.982,-3.963,-0.123,-0.06,-0.45,7,28,17
1.0,50.0,0,55.0,168,7,False,True,2.0,71,115,56,48.7,32.14,7.982,-3.963,-0.123,-0.06,-0.45,7,28,17
2.0,0.0,0,0.0,168,21,False,True,2.0,14,19,3,15.79,33.33,6.868,-4.165,-0.487,-0.077,-0.133,0,2,1
2.0,0.0,0,55.0,168,21,False,True,2.0,14,19,3,15.79,33.33,6.868,-4.165,-0.487,-0.077,-0.133,0,2,1
2.0,0.0,3,0.0,168,21,False,True,2.0,14,19,3,15.79,33.33,6.868,-4.165,-0.487,-0.077,-0.133,0,2,1
2.0,0.0,3,55.0,168,21,False,True,2.0,14,19,3,15.79,33.33,6.868,-4.165,-0.487,-0.077,-0.133,0,2,1
2.0,50.0,0,0.0,168,21,False,True,2.0,14,19,3,15.79,33.33,6.868,-4.165,-0.487,-0.077,-0.133,0,2,1
2.0,50.0,0,55.0,168,21,False,True,2.0,14,19,3,15.79,33.33,6.868,-4.165,-0.487,-0.077,-0.133,0,2,1
0.5,0.0,0,55.0,168,21,False,False,2.0,0,262,172,65.65,41.86,7.553,-5.658,-0.128,-0.084,-1.103,70,94,4
0.5,0.0,3,55.0,168,21,False,False,2.0,0,262,172,65.65,41.86,7.553,-5.658,-0.128,-0.084,-1.103,70,94,4
0.5,50.0,0,55.0,168,21,False,False,2.0,0,262,172,65.65,41.86,7.553,-5.658,-0.128,-0.084,-1.103,70,94,4
1.0,50.0,3,55.0,168,21,False,False,2.0,0,94,41,43.62,41.46,6.662,-5.051,-0.195,-0.085,-0.544,17,21,1
0.5,50.0,3,55.0,72,30,False,True,2.0,250,163,88,53.99,28.41,12.256,-5.097,-0.167,-0.09,-0.847,23,59,1
1.5,0.0,0,0.0,72,7,False,False,2.0,0,67,15,22.39,33.33,5.704,-3.462,-0.406,-0.091,-0.352,5,6,3
1.5,0.0,3,0.0,72,7,False,False,2.0,0,67,15,22.39,33.33,5.704,-3.462,-0.406,-0.091,-0.352,5,6,3
1.5,50.0,0,0.0,72,7,False,False,2.0,0,67,15,22.39,33.33,5.704,-3.462,-0.406,-0.091,-0.352,5,6,3
1.0,0.0,0,55.0,168,14,False,False,2.0,0,137,65,47.45,41.54,6.677,-5.09,-0.203,-0.096,-0.775,24,34,5
1.0,0.0,3,55.0,168,14,False,False,2.0,0,137,65,47.45,41.54,6.677,-5.09,-0.203,-0.096,-0.775,24,34,5
1.0,50.0,0,55.0,168,14,False,False,2.0,0,137,65,47.45,41.54,6.677,-5.09,-0.203,-0.096,-0.775,24,34,5
2.0,0.0,0,0.0,168,30,False,True,2.0,14,19,3,15.79,33.33,6.481,-4.165,-0.616,-0.097,-0.169,0,2,0
2.0,0.0,0,55.0,168,30,False,True,2.0,14,19,3,15.79,33.33,6.481,-4.165,-0.616,-0.097,-0.169,0,2,0
2.0,0.0,3,0.0,168,30,False,True,2.0,14,19,3,15.79,33.33,6.481,-4.165,-0.616,-0.097,-0.169,0,2,0
2.0,0.0,3,55.0,168,30,False,True,2.0,14,19,3,15.79,33.33,6.481,-4.165,-0.616,-0.097,-0.169,0,2,0
2.0,50.0,0,0.0,168,30,False,True,2.0,14,19,3,15.79,33.33,6.481,-4.165,-0.616,-0.097,-0.169,0,2,0
2.0,50.0,0,55.0,168,30,False,True,2.0,14,19,3,15.79,33.33,6.481,-4.165,-0.616,-0.097,-0.169,0,2,0
1.0,0.0,0,0.0,72,7,False,False,2.0,0,160,51,31.88,39.22,5.679,-4.165,-0.305,-0.097,-0.694,16,23,8
1.0,0.0,3,0.0,72,7,False,False,2.0,0,160,51,31.88,39.22,5.679,-4.165,-0.305,-0.097,-0.694,16,23,8
1.0,50.0,0,0.0,72,7,False,False,2.0,0,160,51,31.88,39.22,5.679,-4.165,-0.305,-0.097,-0.694,16,23,8
1.0,0.0,0,0.0,72,21,True,False,2.0,0,128,42,32.81,38.1,6.066,-4.214,-0.298,-0.098,-0.634,15,22,0
1.0,0.0,0,0.0,72,30,True,False,2.0,0,128,42,32.81,38.1,6.066,-4.214,-0.298,-0.098,-0.634,15,22,0
1.0,0.0,3,0.0,72,21,True,False,2.0,0,128,42,32.81,38.1,6.066,-4.214,-0.298,-0.098,-0.634,15,22,0
1.0,0.0,3,0.0,72,30,True,False,2.0,0,128,42,32.81,38.1,6.066,-4.214,-0.298,-0.098,-0.634,15,22,0
1.0,50.0,0,0.0,72,21,True,False,2.0,0,128,42,32.81,38.1,6.066,-4.214,-0.298,-0.098,-0.634,15,22,0
1.0,50.0,0,0.0,72,30,True,False,2.0,0,128,42,32.81,38.1,6.066,-4.214,-0.298,-0.098,-0.634,15,22,0
0.5,0.0,0,55.0,72,7,False,False,2.0,0,330,178,53.94,40.45,6.724,-4.882,-0.187,-0.101,-1.348,60,89,24
0.5,0.0,3,55.0,72,7,False,False,2.0,0,330,178,53.94,40.45,6.724,-4.882,-0.187,-0.101,-1.348,60,89,24
0.5,50.0,0,55.0,72,7,False,False,2.0,0,330,178,53.94,40.45,6.724,-4.882,-0.187,-0.101,-1.348,60,89,24
0.5,0.0,0,55.0,168,21,True,False,2.0,0,210,141,67.14,45.39,6.803,-5.975,-0.175,-0.118,-1.395,60,73,4
0.5,0.0,3,55.0,168,21,True,False,2.0,0,210,141,67.14,45.39,6.803,-5.975,-0.175,-0.118,-1.395,60,73,4
0.5,50.0,0,55.0,168,21,True,False,2.0,0,210,141,67.14,45.39,6.803,-5.975,-0.175,-0.118,-1.395,60,73,4
1.0,50.0,3,55.0,168,30,False,False,2.0,0,94,41,43.62,41.46,6.662,-5.198,-0.281,-0.122,-0.784,17,22,0
1.0,50.0,3,55.0,72,7,False,False,2.0,0,103,36,34.95,38.89,5.824,-4.32,-0.375,-0.131,-0.787,10,16,6
0.5,0.0,0,55.0,72,21,False,True,2.0,250,258,136,52.71,30.15,11.367,-5.274,-0.257,-0.136,-1.581,31,89,10
0.5,0.0,3,55.0,72,21,False,True,2.0,250,258,136,52.71,30.15,11.367,-5.274,-0.257,-0.136,-1.581,31,89,10
0.5,50.0,0,55.0,72,21,False,True,2.0,250,258,136,52.71,30.15,11.367,-5.274,-0.257,-0.136,-1.581,31,89,10
1.0,0.0,0,55.0,72,7,False,False,2.0,0,151,48,31.79,37.5,5.704,-4.128,-0.441,-0.14,-0.972,14,22,8
1.0,0.0,3,55.0,72,7,False,False,2.0,0,151,48,31.79,37.5,5.704,-4.128,-0.441,-0.14,-0.972,14,22,8
1.0,50.0,0,55.0,72,7,False,False,2.0,0,151,48,31.79,37.5,5.704,-4.128,-0.441,-0.14,-0.972,14,22,8
1.0,0.0,0,0.0,72,14,True,False,2.0,0,128,42,32.81,38.1,5.68,-4.214,-0.445,-0.146,-0.947,14,22,1
1.0,0.0,3,0.0,72,14,True,False,2.0,0,128,42,32.81,38.1,5.68,-4.214,-0.445,-0.146,-0.947,14,22,1
1.0,50.0,0,0.0,72,14,True,False,2.0,0,128,42,32.81,38.1,5.68,-4.214,-0.445,-0.146,-0.947,14,22,1
0.5,0.0,0,0.0,168,30,False,False,2.0,0,309,206,66.67,41.75,7.957,-6.086,-0.223,-0.149,-2.135,85,117,0
0.5,0.0,3,0.0,168,30,False,False,2.0,0,309,206,66.67,41.75,7.957,-6.086,-0.223,-0.149,-2.135,85,117,0
0.5,50.0,0,0.0,168,30,False,False,2.0,0,309,206,66.67,41.75,7.957,-6.086,-0.223,-0.149,-2.135,85,117,0
0.5,0.0,0,55.0,72,30,False,False,2.0,0,330,178,53.94,40.45,7.429,-5.516,-0.28,-0.151,-2.012,69,101,0
0.5,0.0,3,55.0,72,30,False,False,2.0,0,330,178,53.94,40.45,7.429,-5.516,-0.28,-0.151,-2.012,69,101,0
0.5,50.0,0,55.0,72,30,False,False,2.0,0,330,178,53.94,40.45,7.429,-5.516,-0.28,-0.151,-2.012,69,101,0
0.5,50.0,3,55.0,168,30,True,False,2.0,0,158,106,67.09,44.34,6.469,-5.568,-0.231,-0.155,-1.593,45,57,0
0.5,0.0,0,0.0,168,7,True,False,2.0,0,254,170,66.93,45.29,6.283,-5.636,-0.237,-0.159,-2.071,60,77,29
0.5,0.0,3,0.0,168,7,True,False,2.0,0,254,170,66.93,45.29,6.283,-5.636,-0.237,-0.159,-2.071,60,77,29
0.5,50.0,0,0.0,168,7,True,False,2.0,0,254,170,66.93,45.29,6.283,-5.636,-0.237,-0.159,-2.071,60,77,29
1.5,0.0,0,0.0,168,14,False,False,2.0,0,64,23,35.94,43.48,6.936,-6.127,-0.448,-0.161,-0.772,10,12,0
1.5,0.0,0,0.0,168,21,False,False,2.0,0,64,23,35.94,43.48,6.936,-6.127,-0.448,-0.161,-0.772,10,12,0
1.5,0.0,0,0.0,168,30,False,False,2.0,0,64,23,35.94,43.48,6.936,-6.127,-0.448,-0.161,-0.772,10,12,0
1.5,0.0,3,0.0,168,14,False,False,2.0,0,64,23,35.94,43.48,6.936,-6.127,-0.448,-0.161,-0.772,10,12,0
1.5,0.0,3,0.0,168,21,False,False,2.0,0,64,23,35.94,43.48,6.936,-6.127,-0.448,-0.161,-0.772,10,12,0
1.5,0.0,3,0.0,168,30,False,False,2.0,0,64,23,35.94,43.48,6.936,-6.127,-0.448,-0.161,-0.772,10,12,0
1.5,50.0,0,0.0,168,14,False,False,2.0,0,64,23,35.94,43.48,6.936,-6.127,-0.448,-0.161,-0.772,10,12,0
1.5,50.0,0,0.0,168,21,False,False,2.0,0,64,23,35.94,43.48,6.936,-6.127,-0.448,-0.161,-0.772,10,12,0
1.5,50.0,0,0.0,168,30,False,False,2.0,0,64,23,35.94,43.48,6.936,-6.127,-0.448,-0.161,-0.772,10,12,0
0.5,0.0,0,0.0,72,30,False,False,2.0,0,395,218,55.19,41.28,7.763,-5.964,-0.297,-0.164,-2.421,87,122,0
0.5,0.0,3,0.0,72,30,False,False,2.0,0,395,218,55.19,41.28,7.763,-5.964,-0.297,-0.164,-2.421,87,122,0
0.5,50.0,0,0.0,72,30,False,False,2.0,0,395,218,55.19,41.28,7.763,-5.964,-0.297,-0.164,-2.421,87,122,0
1.0,50.0,3,55.0,168,14,False,False,2.0,0,94,41,43.62,41.46,6.064,-4.971,-0.395,-0.172,-1.104,15,21,3
1.0,50.0,3,0.0,72,7,False,False,2.0,0,108,37,34.26,37.84,5.824,-4.362,-0.508,-0.174,-1.058,10,17,6
0.5,0.0,0,55.0,168,14,False,False,2.0,0,262,172,65.65,41.28,7.294,-5.578,-0.264,-0.174,-2.277,66,94,9
0.5,0.0,3,55.0,168,14,False,False,2.0,0,262,172,65.65,41.28,7.294,-5.578,-0.264,-0.174,-2.277,66,94,9
0.5,50.0,0,55.0,168,14,False,False,2.0,0,262,172,65.65,41.28,7.294,-5.578,-0.264,-0.174,-2.277,66,94,9
0.5,0.0,0,55.0,168,7,False,True,2.0,250,210,141,67.14,32.62,8.739,-4.621,-0.262,-0.176,-2.089,25,78,34
0.5,0.0,3,55.0,168,7,False,True,2.0,250,210,141,67.14,32.62,8.739,-4.621,-0.262,-0.176,-2.089,25,78,34
0.5,50.0,0,55.0,168,7,False,True,2.0,250,210,141,67.14,32.62,8.739,-4.621,-0.262,-0.176,-2.089,25,78,34
1.0,50.0,3,0.0,168,21,False,False,2.0,0,99,43,43.43,39.53,6.662,-5.028,-0.407,-0.177,-1.158,17,23,1
0.5,0.0,0,0.0,168,30,True,False,2.0,0,254,170,66.93,45.29,7.143,-6.399,-0.265,-0.178,-2.315,74,91,0
0.5,0.0,3,0.0,168,30,True,False,2.0,0,254,170,66.93,45.29,7.143,-6.399,-0.265,-0.178,-2.315,74,91,0
0.5,50.0,0,0.0,168,30,True,False,2.0,0,254,170,66.93,45.29,7.143,-6.399,-0.265,-0.178,-2.315,74,91,0
2.0,0.0,0,0.0,168,21,True,True,2.0,16,8,3,37.5,33.33,6.868,-4.165,-0.487,-0.183,-0.317,0,2,1
2.0,0.0,0,55.0,168,21,True,True,2.0,16,8,3,37.5,33.33,6.868,-4.165,-0.487,-0.183,-0.317,0,2,1
2.0,0.0,3,0.0,168,21,True,True,2.0,16,8,3,37.5,33.33,6.868,-4.165,-0.487,-0.183,-0.317,0,2,1
2.0,0.0,3,55.0,168,21,True,True,2.0,16,8,3,37.5,33.33,6.868,-4.165,-0.487,-0.183,-0.317,0,2,1
2.0,50.0,0,0.0,168,21,True,True,2.0,16,8,3,37.5,33.33,6.868,-4.165,-0.487,-0.183,-0.317,0,2,1
2.0,50.0,0,55.0,168,21,True,True,2.0,16,8,3,37.5,33.33,6.868,-4.165,-0.487,-0.183,-0.317,0,2,1
0.5,0.0,0,55.0,72,14,False,True,2.0,250,258,136,52.71,29.41,11.176,-5.148,-0.347,-0.183,-2.133,29,87,15
0.5,0.0,3,55.0,72,14,False,True,2.0,250,258,136,52.71,29.41,11.176,-5.148,-0.347,-0.183,-2.133,29,87,15
0.5,50.0,0,55.0,72,14,False,True,2.0,250,258,136,52.71,29.41,11.176,-5.148,-0.347,-0.183,-2.133,29,87,15
0.5,0.0,0,0.0,168,21,False,False,2.0,0,309,206,66.67,41.75,7.86,-6.119,-0.283,-0.189,-2.71,83,115,4
0.5,0.0,3,0.0,168,21,False,False,2.0,0,309,206,66.67,41.75,7.86,-6.119,-0.283,-0.189,-2.71,83,115,4
0.5,50.0,0,0.0,168,21,False,False,2.0,0,309,206,66.67,41.75,7.86,-6.119,-0.283,-0.189,-2.71,83,115,4
0.5,0.0,0,0.0,72,21,False,False,2.0,0,395,218,55.19,41.28,7.676,-5.995,-0.351,-0.194,-2.861,85,120,5
0.5,0.0,3,0.0,72,21,False,False,2.0,0,395,218,55.19,41.28,7.676,-5.995,-0.351,-0.194,-2.861,85,120,5
0.5,50.0,0,0.0,72,21,False,False,2.0,0,395,218,55.19,41.28,7.676,-5.995,-0.351,-0.194,-2.861,85,120,5
