symbol,entry_ts,exit_ts,entry_price,exit_price,take_profit,stop_loss,raw_rr,rsi_at_entry,exit_reason,hold_hours,pnl_pct,pnl_usd,size_usd
BNB,2025-09-29 16:00:00+00:00,2025-10-02 20:00:00+00:00,1011.07,1083.0,1083.0,947.0,1.12,60.89551847592818,TP,76,7.114245304479408,7854.58687864863,110406.46677874705
BTC,2025-10-03 00:00:00+00:00,2025-10-03 16:00:00+00:00,120529.35,123300.0,123300.0,113300.0,0.38,71.41287743036888,TP,16,2.298734706525833,2716.877024660567,118190.10766869607
BTC,2025-10-04 12:00:00+00:00,2025-10-05 00:00:00+00:00,121973.26,123300.0,123300.0,115600.0,0.21,73.1225245213905,TP,12,1.087730212343267,1314.352834624846,120834.45138416924
BTC,2025-10-08 08:00:00+00:00,2025-10-10 20:00:00+00:00,121597.05,115700.0,126200.0,115700.0,0.78,62.93634207589859,SL,60,-4.8496653496116915,-5920.254481366724,122075.5259296552
TAO,2025-10-26 00:00:00+00:00,2025-10-31 12:00:00+00:00,396.4,462.0,462.0,320.0,0.86,54.38909489426968,TP,132,16.548940464177605,19210.934967972364,116085.58873939393
AAVE,2025-12-04 04:00:00+00:00,2025-12-11 04:00:00+00:00,197.64,189.55,225.0,171.0,1.03,60.21617686775862,TIMEOUT,168,-4.093300951224436,-5534.771533980537,135215.357969829
AAVE,2025-12-12 00:00:00+00:00,2025-12-15 12:00:00+00:00,202.44,183.0,231.0,183.0,1.47,61.10715076191521,SL,84,-9.60284528749259,-12445.555388469966,129602.78975523972
UNI,2025-12-22 08:00:00+00:00,2025-12-24 04:00:00+00:00,6.246,5.6,7.0,5.6,1.16,63.14999138774539,SL,44,-10.342619276336867,-12109.857519758949,117086.95057030079
UNI,2025-12-29 04:00:00+00:00,2026-01-05 04:00:00+00:00,6.342,5.909,7.0,5.6,0.89,65.91908398885145,TIMEOUT,168,-6.82749921160517,-7163.010459329452,104914.11624264988
XRP,2026-01-05 08:00:00+00:00,2026-01-05 16:00:00+00:00,2.134,2.2,2.2,2.0,0.49,73.44010873778511,TP,8,3.0927835051546526,3021.4164098180527,97692.46391744995
SUI,2026-01-05 20:00:00+00:00,2026-01-12 20:00:00+00:00,1.8368,1.7624,2.4,1.6,2.38,78.4663824438599,TIMEOUT,168,-4.050522648083625,-4076.9912364498437,100653.46106332085
SOL,2026-01-13 00:00:00+00:00,2026-01-13 20:00:00+00:00,139.21,147.0,147.0,128.0,0.69,63.5043196091559,TP,20,5.595862366209317,5401.044244243348,96518.53263685717
BNB,2026-01-14 00:00:00+00:00,2026-01-19 00:00:00+00:00,943.73,905.0,994.0,905.0,1.3,74.08230209519495,SL,120,-4.103928030262895,-4180.196836742003,101858.43430773377
BNB,2026-01-19 04:00:00+00:00,2026-01-20 16:00:00+00:00,925.17,892.0,994.0,892.0,2.07,56.095317796528796,SL,36,-3.585287028329924,-3499.944265626304,97619.63931955055
DOT,2026-03-02 16:00:00+00:00,2026-03-09 16:00:00+00:00,1.574,1.507,1.8,1.4,1.31,57.34673459693607,TIMEOUT,168,-4.256670902160113,-4003.9622137315973,94063.23170766445
NEAR,2026-03-09 20:00:00+00:00,2026-03-13 00:00:00+00:00,1.254,1.4,1.4,1.1,0.95,57.69431607909621,TP,76,11.642743221690582,10479.07921649547,90005.24203757074
TAO,2026-03-13 04:00:00+00:00,2026-03-15 00:00:00+00:00,231.2,254.0,254.0,210.0,1.08,77.29996070062347,TP,44,9.861591695501735,9903.408759826048,100424.0397049027
NEAR,2026-03-15 04:00:00+00:00,2026-03-22 04:00:00+00:00,1.356,1.292,1.7,1.1,1.34,64.33441805487546,TIMEOUT,168,-4.719764011799414,-5204.071359297717,110261.26192512027
TAO,2026-03-23 20:00:00+00:00,2026-03-25 00:00:00+00:00,285.7,344.0,344.0,251.0,1.68,72.27075740056236,TP,28,20.406020301015054,21425.130768976345,104994.16570663021
SOL,2026-03-25 04:00:00+00:00,2026-03-26 16:00:00+00:00,91.69,86.0,107.5,86.0,2.78,56.40987502763597,SL,36,-6.205693096302757,-7840.487143716383,126343.45627545788
TAO,2026-04-01 16:00:00+00:00,2026-04-08 16:00:00+00:00,324.0,330.8,378.0,283.0,1.32,66.2375464887793,TIMEOUT,168,2.098765432098769,2485.6073163753185,118431.87801552967
NEAR,2026-04-08 20:00:00+00:00,2026-04-15 20:00:00+00:00,1.345,1.409,1.5,1.2,1.07,67.40443128856232,TIMEOUT,168,4.758364312267662,5750.242770475759,120844.94572327952
BTC,2026-04-16 00:00:00+00:00,2026-04-23 00:00:00+00:00,74809.99,77746.46,84500.0,70700.0,2.36,66.1765375998407,TIMEOUT,168,3.92523779243922,4966.181132081846,126519.24277422599
BTC,2026-04-23 04:00:00+00:00,2026-04-30 04:00:00+00:00,77746.47,76161.67,85900.0,74000.0,2.18,65.79427239134495,TIMEOUT,168,-2.0384205225008967,-2678.617970704805,131406.5444856522
DOGE,2026-04-30 08:00:00+00:00,2026-05-07 08:00:00+00:00,0.10701,0.11112,0.118,0.099,1.37,78.03936393841416,TIMEOUT,168,3.8407625455564927,4941.167951837289,128650.70134455182
TAO,2026-05-07 12:00:00+00:00,2026-05-10 16:00:00+00:00,313.4,327.7,347.0,293.0,1.65,74.89458927595612,OPEN,76,4.562858966177413,6091.951769727309,133511.7261980795
