symbol,signal_ts,current_price,support_level,tp,tp2,sl,tp_source,expires_at,tier,confluence,touches,distance_to_support_atr,token_rsi,btc_rsi,raw_rr,passed_quality,passed_momentum,published,skip_reason,filled,fill_ts,exit_ts,exit_price,exit_reason,pnl_pct,hold_hours
BTC,2025-01-19 00:00:00+00:00,104984.01,104100.0,108400.0,0.0,102162.6975,tp1,2025-01-26 00:00:00+00:00,Major,2.0,11,0.22815486998029327,94.93870575000507,94.93870575000507,2.219581092782355,True,True,True,,True,2025-01-19 08:00:00+00:00,2025-01-19 20:00:00+00:00,102162.6975,SL,-1.9210014409221954,12
ETH,2025-01-19 00:00:00+00:00,3335.47,3225.0,3535.0,3685.0,3125.3039285714285,tp1,2025-01-26 00:00:00+00:00,Major,2.0,19,0.5540338672178649,55.66789185816378,94.93870575000507,3.1094505085097905,True,True,True,,True,2025-01-19 08:00:00+00:00,2025-01-27 04:00:00+00:00,3125.3039285714285,SL,-3.1513510520487285,188
SOL,2025-01-19 00:00:00+00:00,255.6,247.0,264.0,0.0,238.87071428571429,tp1,2025-01-26 00:00:00+00:00,Major,1.0,4,0.5289517617081094,87.3138269779233,94.93870575000507,2.0912046393111328,True,True,True,,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,238.87071428571429,SL,-3.351208791208791,4
ADA,2025-01-19 00:00:00+00:00,1.0886,1.0,1.2,1.3,0.9527821428571429,tp1,2025-01-26 00:00:00+00:00,Major,2.0,6,0.9382043718326908,74.54012263396427,94.93870575000507,4.235685651614859,True,True,True,,True,2025-01-19 20:00:00+00:00,2025-01-21 08:00:00+00:00,0.9527821428571429,SL,-4.781785714285708,36
LINK,2025-01-19 00:00:00+00:00,23.86,23.5,25.5,27.5,22.618214285714284,tp1,2025-01-26 00:00:00+00:00,Minor,1.0,3,0.2041312272174966,74.9112426035503,94.93870575000507,2.2681247468610737,True,True,True,,True,2025-01-19 04:00:00+00:00,2025-01-19 08:00:00+00:00,22.618214285714284,SL,-3.8122796352583648,4
SUI,2025-01-19 00:00:00+00:00,4.867,4.6,5.1,0.0,4.401621428571429,tp1,2025-01-26 00:00:00+00:00,Major,1.0,20,0.6729557483887236,53.48336126406512,94.93870575000507,2.52043351456451,True,True,True,,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,4.401621428571429,SL,-4.372577639751545,4
AAVE,2025-01-19 00:00:00+00:00,317.45,299.0,355.0,384.0,286.2625,tp1,2025-01-26 00:00:00+00:00,Major,1.0,1,0.7242394504416091,69.53948784161824,94.93870575000507,4.396467124631989,True,True,True,,True,2025-01-19 08:00:00+00:00,2025-01-20 04:00:00+00:00,355.0,TP,18.669096989966555,20
AVAX,2025-01-19 00:00:00+00:00,39.4,37.0,40.0,44.0,35.596785714285716,tp1,2025-01-26 00:00:00+00:00,Major,2.0,4,0.8551794349707301,64.36265709156191,94.93870575000507,2.1379485874268283,True,True,True,,True,2025-01-19 08:00:00+00:00,2025-01-19 20:00:00+00:00,35.596785714285716,SL,-3.852471042471039,12
TAO,2025-01-19 00:00:00+00:00,455.6,370.0,473.0,564.0,346.9321428571429,tp1,2025-01-26 00:00:00+00:00,Minor,1.0,1,1.85539557206998,56.987951807228924,94.93870575000507,4.465087474841311,True,True,True,,True,2025-01-24 00:00:00+00:00,2025-01-27 12:00:00+00:00,473.0,TP,27.777837837837836,84
DOGE,2025-01-19 00:00:00+00:00,0.40009,0.371,0.409,0.484,0.3556875,tp1,2025-01-26 00:00:00+00:00,Minor,1.0,0,0.949877551020408,77.25174005926536,94.93870575000507,2.481632653061222,True,True,True,,True,2025-01-19 08:00:00+00:00,2025-01-19 20:00:00+00:00,0.3556875,SL,-4.187358490566039,12
BNB,2025-01-19 00:00:00+00:00,710.08,700.0,750.0,750.0,687.9607142857143,tp2,2025-01-26 00:00:00+00:00,Major,2.0,11,0.4186294867991708,65.73292402148886,94.93870575000507,4.153070305547317,True,True,True,,True,2025-01-19 08:00:00+00:00,2025-01-19 12:00:00+00:00,687.9607142857143,SL,-1.779897959183673,4
HBAR,2025-01-19 00:00:00+00:00,0.35468,0.313,0.367,0.401,0.2966775,tp1,2025-01-26 00:00:00+00:00,Major,2.0,2,1.276765201409097,76.8888888888889,94.93870575000507,3.3083167406953553,True,True,True,,True,2025-01-23 12:00:00+00:00,2025-01-27 04:00:00+00:00,0.2966775,SL,-5.274856230031954,88
DOT,2025-01-19 00:00:00+00:00,7.041,6.8,7.8,8.8,6.545464285714286,tp1,2025-01-26 00:00:00+00:00,Major,2.0,17,0.4734109723586373,61.32518796992482,94.93870575000507,3.92872176231234,True,True,True,,True,2025-01-19 04:00:00+00:00,2025-01-19 08:00:00+00:00,6.545464285714286,SL,-3.8031722689075567,4
NEAR,2025-01-19 00:00:00+00:00,5.45,5.1,5.7,6.4,4.8810714285714285,tp1,2025-01-26 00:00:00+00:00,Major,2.0,17,0.7993474714518772,61.3680154142582,94.93870575000507,2.740619902120724,True,True,True,,True,2025-01-19 08:00:00+00:00,2025-01-20 00:00:00+00:00,4.8810714285714285,SL,-4.352717086834728,16
UNI,2025-01-19 00:00:00+00:00,14.23,14.0,17.5,17.5,13.463964285714285,tp2,2025-01-26 00:00:00+00:00,Major,2.0,12,0.21453794390032688,61.42114965644377,94.93870575000507,6.52941568392297,True,True,True,,True,2025-01-19 04:00:00+00:00,2025-01-19 08:00:00+00:00,13.463964285714285,SL,-3.8888265306122505,4
BTC,2025-01-19 04:00:00+00:00,105167.12,104100.0,108400.0,0.0,102162.6975,tp1,2025-01-26 04:00:00+00:00,Major,2.0,11,0.27541388089882574,95.00483419254715,95.00483419254715,2.219581092782355,True,True,False,per_token_cap,True,2025-01-19 08:00:00+00:00,2025-01-19 20:00:00+00:00,102162.6975,SL,-1.9210014409221954,12
ETH,2025-01-19 04:00:00+00:00,3276.06,3225.0,3535.0,3535.0,3125.3039285714285,tp2,2025-01-26 04:00:00+00:00,Major,2.0,19,0.2560782951040481,52.76132014996407,95.00483419254715,3.1094505085097905,True,True,False,per_token_cap,True,2025-01-19 08:00:00+00:00,2025-01-27 04:00:00+00:00,3125.3039285714285,SL,-3.1513510520487285,188
ADA,2025-01-19 04:00:00+00:00,1.0669,1.0,1.2,1.3,0.9527821428571429,tp1,2025-01-26 04:00:00+00:00,Major,2.0,6,0.7084184252325842,70.46370967741935,95.00483419254715,4.235685651614859,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-21 08:00:00+00:00,0.9527821428571429,SL,-4.781785714285708,36
SUI,2025-01-19 04:00:00+00:00,4.9027,4.6,5.1,0.0,4.401621428571429,tp1,2025-01-26 04:00:00+00:00,Major,1.0,20,0.7629352248586772,54.65109167635007,95.00483419254715,2.52043351456451,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,4.401621428571429,SL,-4.372577639751545,4
AAVE,2025-01-19 04:00:00+00:00,308.87,299.0,355.0,384.0,286.2625,tp1,2025-01-26 04:00:00+00:00,Major,1.0,1,0.38743866535819454,64.1878068739771,95.00483419254715,4.396467124631989,True,True,False,per_token_cap,True,2025-01-19 08:00:00+00:00,2025-01-20 04:00:00+00:00,355.0,TP,18.669096989966555,20
AVAX,2025-01-19 04:00:00+00:00,38.53,37.0,40.0,44.0,35.596785714285716,tp1,2025-01-26 04:00:00+00:00,Major,2.0,4,0.5451768897938412,59.94876174210076,95.00483419254715,2.1379485874268283,True,True,False,per_token_cap,True,2025-01-19 08:00:00+00:00,2025-01-19 20:00:00+00:00,35.596785714285716,SL,-3.852471042471039,12
TAO,2025-01-19 04:00:00+00:00,438.5,370.0,473.0,564.0,346.9321428571429,tp1,2025-01-26 04:00:00+00:00,Minor,1.0,1,1.4847499612943178,51.665756417258336,95.00483419254715,4.465087474841311,True,True,False,per_token_cap,True,2025-01-24 00:00:00+00:00,2025-01-27 12:00:00+00:00,473.0,TP,27.777837837837836,84
DOGE,2025-01-19 04:00:00+00:00,0.39244,0.371,0.409,0.484,0.3556875,tp1,2025-01-26 04:00:00+00:00,Minor,1.0,0,0.7000816326530614,74.56671251719395,95.00483419254715,2.481632653061222,True,True,False,per_token_cap,True,2025-01-19 08:00:00+00:00,2025-01-19 20:00:00+00:00,0.3556875,SL,-4.187358490566039,12
BNB,2025-01-19 04:00:00+00:00,705.1,700.0,750.0,750.0,687.9607142857143,tp2,2025-01-26 04:00:00+00:00,Major,2.0,11,0.21180658558291388,61.95758166747927,95.00483419254715,4.153070305547317,True,True,False,per_token_cap,True,2025-01-19 08:00:00+00:00,2025-01-19 12:00:00+00:00,687.9607142857143,SL,-1.779897959183673,4
HBAR,2025-01-19 04:00:00+00:00,0.34986,0.313,0.367,0.401,0.2966775,tp1,2025-01-26 04:00:00+00:00,Major,2.0,2,1.1291162505743602,74.63693261226227,95.00483419254715,3.3083167406953553,True,True,False,per_token_cap,True,2025-01-23 12:00:00+00:00,2025-01-27 04:00:00+00:00,0.2966775,SL,-5.274856230031954,88
NEAR,2025-01-19 04:00:00+00:00,5.282,5.1,5.7,6.4,4.8810714285714285,tp1,2025-01-26 04:00:00+00:00,Major,2.0,17,0.41566068515497645,56.80393912264997,95.00483419254715,2.740619902120724,True,True,False,per_token_cap,True,2025-01-19 08:00:00+00:00,2025-01-20 00:00:00+00:00,4.8810714285714285,SL,-4.352717086834728,16
BTC,2025-01-19 08:00:00+00:00,104363.23,99300.0,108400.0,0.0,97362.6975,tp1,2025-01-26 08:00:00+00:00,Major,2.0,11,1.3067732065591184,93.43186588668267,93.43186588668267,4.697253010306844,True,True,False,per_token_cap,False,,,0.0,,0.0,0
ETH,2025-01-19 08:00:00+00:00,3149.97,2920.0,3330.0,3535.0,2820.3039285714285,tp1,2025-01-26 08:00:00+00:00,Major,1.0,1,1.153355376519349,47.004767797035484,93.43186588668267,4.112499059641981,True,False,False,momentum,False,,,0.0,,0.0,0
XRP,2025-01-19 08:00:00+00:00,3.054,2.7,3.4,0.0,2.5876,tp1,2025-01-26 08:00:00+00:00,Major,1.0,1,1.5747330960854076,77.88557568840062,93.43186588668267,6.2277580071174325,True,True,True,,False,,,0.0,,0.0,0
ADA,2025-01-19 08:00:00+00:00,1.0198,1.0,1.2,1.3,0.9527821428571429,tp1,2025-01-26 08:00:00+00:00,Major,2.0,6,0.20966643975493582,62.98715927010588,93.43186588668267,4.235685651614859,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-21 08:00:00+00:00,0.9527821428571429,SL,-4.781785714285708,36
LINK,2025-01-19 08:00:00+00:00,22.4,19.5,25.5,27.5,18.618214285714284,tp1,2025-01-26 08:00:00+00:00,Major,3.0,4,1.6443904414742798,63.874873864783055,93.43186588668267,6.804374240583221,True,True,False,per_token_cap,False,,,0.0,,0.0,0
SUI,2025-01-19 08:00:00+00:00,4.7087,4.6,5.1,0.0,4.401621428571429,tp1,2025-01-26 08:00:00+00:00,Major,1.0,20,0.2739711230331634,48.854627959105564,93.43186588668267,2.52043351456451,True,False,False,momentum,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,4.401621428571429,SL,-4.372577639751545,4
AAVE,2025-01-19 08:00:00+00:00,294.41,260.0,355.0,384.0,247.2625,tp1,2025-01-26 08:00:00+00:00,Minor,1.0,1,1.3507360157016695,55.9169488504723,93.43186588668267,7.458292443572123,True,True,False,per_token_cap,False,,,0.0,,0.0,0
AVAX,2025-01-19 08:00:00+00:00,36.64,32.5,40.0,44.0,31.096785714285716,tp1,2025-01-26 08:00:00+00:00,Minor,1.0,1,1.4751845253245104,51.61764705882351,93.43186588668267,5.34487146856707,True,True,False,per_token_cap,False,,,0.0,,0.0,0
TAO,2025-01-19 08:00:00+00:00,421.7,370.0,473.0,564.0,346.9321428571429,tp1,2025-01-26 08:00:00+00:00,Minor,1.0,1,1.1206069050936673,47.32366183091546,93.43186588668267,4.465087474841311,True,False,False,momentum,True,2025-01-24 00:00:00+00:00,2025-01-27 12:00:00+00:00,473.0,TP,27.777837837837836,84
DOGE,2025-01-19 08:00:00+00:00,0.36289,0.33,0.409,0.484,0.3146875,tp1,2025-01-26 08:00:00+00:00,Major,1.0,18,1.0739591836734683,61.97199199771362,93.43186588668267,5.159183673469383,True,True,False,per_token_cap,False,,,0.0,,0.0,0
BNB,2025-01-19 08:00:00+00:00,683.05,648.0,717.0,750.0,635.9607142857143,tp1,2025-01-26 08:00:00+00:00,Major,2.0,3,1.455651142094331,48.83274089730038,93.43186588668267,5.731237021655296,True,False,False,momentum,False,,,0.0,,0.0,0
HBAR,2025-01-19 08:00:00+00:00,0.3285,0.313,0.367,0.401,0.2966775,tp1,2025-01-26 08:00:00+00:00,Major,2.0,2,0.47480471741461194,66.06249663851989,93.43186588668267,3.3083167406953553,True,True,False,per_token_cap,True,2025-01-23 12:00:00+00:00,2025-01-27 04:00:00+00:00,0.2966775,SL,-5.274856230031954,88
DOT,2025-01-19 08:00:00+00:00,6.461,5.5,7.8,8.8,5.245464285714286,tp1,2025-01-26 08:00:00+00:00,Minor,1.0,1,1.887750806791077,48.19054652880355,93.43186588668267,9.036060053318382,True,False,False,momentum,False,,,0.0,,0.0,0
NEAR,2025-01-19 08:00:00+00:00,4.988,4.8,5.7,6.4,4.581071428571429,tp1,2025-01-26 08:00:00+00:00,Major,1.0,1,0.42936378466558056,50.197784810126606,93.43186588668267,4.110929853181084,True,True,False,per_token_cap,True,2025-01-20 00:00:00+00:00,2025-01-27 04:00:00+00:00,4.581071428571429,SL,-4.6210119047618985,172
BTC,2025-01-19 12:00:00+00:00,104936.35,104100.0,108400.0,0.0,102162.6975,tp1,2025-01-26 12:00:00+00:00,Major,2.0,11,0.215854261273086,94.92120563146494,94.92120563146494,2.219581092782355,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,102162.6975,SL,-1.9210014409221954,4
ETH,2025-01-19 12:00:00+00:00,3383.68,3225.0,3535.0,3685.0,3125.3039285714285,tp1,2025-01-26 12:00:00+00:00,Major,2.0,19,0.7958187204682796,57.65806872148246,94.92120563146494,3.1094505085097905,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-27 04:00:00+00:00,3125.3039285714285,SL,-3.1513510520487285,176
XRP,2025-01-19 12:00:00+00:00,3.1479,2.7,3.4,0.0,2.5876,tp1,2025-01-26 12:00:00+00:00,Major,1.0,1,1.9924377224199274,83.47733007110635,94.92120563146494,6.2277580071174325,True,True,False,per_token_cap,False,,,0.0,,0.0,0
ADA,2025-01-19 12:00:00+00:00,1.074,1.0,1.2,1.3,0.9527821428571429,tp1,2025-01-26 12:00:00+00:00,Major,2.0,6,0.7836018455487491,71.74749807544265,94.92120563146494,4.235685651614859,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-21 08:00:00+00:00,0.9527821428571429,SL,-4.781785714285708,36
LINK,2025-01-19 12:00:00+00:00,25.42,23.5,25.5,27.5,22.618214285714284,tp1,2025-01-26 12:00:00+00:00,Minor,1.0,3,1.0886998784933177,80.40042149631194,94.92120563146494,2.2681247468610737,True,True,False,per_token_cap,True,2025-01-20 00:00:00+00:00,2025-01-20 04:00:00+00:00,25.5,TP,8.45063829787234,4
SUI,2025-01-19 12:00:00+00:00,4.879,4.6,5.1,0.0,4.401621428571429,tp1,2025-01-26 12:00:00+00:00,Major,1.0,20,0.7032009505634966,53.870267663371095,94.92120563146494,2.52043351456451,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,4.401621428571429,SL,-4.372577639751545,4
AAVE,2025-01-19 12:00:00+00:00,330.91,299.0,355.0,384.0,286.2625,tp1,2025-01-26 12:00:00+00:00,Major,1.0,1,1.2526005888125624,73.39285714285715,94.92120563146494,4.396467124631989,True,True,False,per_token_cap,True,2025-01-20 00:00:00+00:00,2025-01-20 04:00:00+00:00,355.0,TP,18.669096989966555,4
AVAX,2025-01-19 12:00:00+00:00,38.47,37.0,40.0,44.0,35.596785714285716,tp1,2025-01-26 12:00:00+00:00,Major,2.0,4,0.5237974039195721,59.64316057773999,94.92120563146494,2.1379485874268283,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,35.596785714285716,SL,-3.852471042471039,4
TAO,2025-01-19 12:00:00+00:00,470.7,447.0,564.0,564.0,423.9321428571429,tp2,2025-01-26 12:00:00+00:00,Major,1.0,1,0.513701811425917,60.825325042396834,94.92120563146494,5.071992568509062,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,423.9321428571429,SL,-5.2205944391179235,4
DOGE,2025-01-19 12:00:00+00:00,0.38809,0.371,0.409,0.484,0.3556875,tp1,2025-01-26 12:00:00+00:00,Minor,1.0,0,0.5580408163265302,72.40066777963271,94.92120563146494,2.481632653061222,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,0.3556875,SL,-4.187358490566039,4
HBAR,2025-01-19 12:00:00+00:00,0.34649,0.313,0.367,0.401,0.2966775,tp1,2025-01-26 12:00:00+00:00,Major,2.0,2,1.0258845152397,73.13921638680483,94.92120563146494,3.3083167406953553,True,True,False,per_token_cap,True,2025-01-23 12:00:00+00:00,2025-01-27 04:00:00+00:00,0.2966775,SL,-5.274856230031954,88
NEAR,2025-01-19 12:00:00+00:00,5.403,5.1,5.7,6.4,4.8810714285714285,tp1,2025-01-26 12:00:00+00:00,Major,2.0,17,0.6920065252854811,60.0567912920019,94.92120563146494,2.740619902120724,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,4.8810714285714285,SL,-4.352717086834728,4
UNI,2025-01-19 12:00:00+00:00,14.219,14.0,17.5,17.5,13.463964285714285,tp2,2025-01-26 12:00:00+00:00,Major,2.0,12,0.20427743353987554,61.34989926124915,94.92120563146494,6.52941568392297,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,13.463964285714285,SL,-3.8888265306122505,4
BTC,2025-01-19 16:00:00+00:00,106200.0,104100.0,108400.0,0.0,102162.6975,tp1,2025-01-26 16:00:00+00:00,Major,2.0,11,0.5419907319584832,95.347705917809,95.347705917809,2.219581092782355,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,102162.6975,SL,-1.9210014409221954,4
ETH,2025-01-19 16:00:00+00:00,3418.92,3225.0,3535.0,3685.0,3125.3039285714285,tp1,2025-01-26 16:00:00+00:00,Major,2.0,19,0.972555875177773,59.003371981895896,95.347705917809,3.1094505085097905,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-27 04:00:00+00:00,3125.3039285714285,SL,-3.1513510520487285,176
ADA,2025-01-19 16:00:00+00:00,1.0809,1.0,1.2,1.3,0.9527821428571429,tp1,2025-01-26 16:00:00+00:00,Major,2.0,6,0.8566674230391044,73.04075235109717,95.347705917809,4.235685651614859,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-21 08:00:00+00:00,0.9527821428571429,SL,-4.781785714285708,36
LINK,2025-01-19 16:00:00+00:00,26.03,23.5,27.5,0.0,22.618214285714284,tp1,2025-01-26 16:00:00+00:00,Minor,1.0,3,1.4345889023896317,81.58415841584161,95.347705917809,4.536249493722147,True,True,False,per_token_cap,True,2025-01-20 00:00:00+00:00,2025-01-27 04:00:00+00:00,22.618214285714284,SL,-3.8122796352583648,172
SUI,2025-01-19 16:00:00+00:00,5.0053,4.6,5.1,0.0,4.401621428571429,tp1,2025-01-26 16:00:00+00:00,Major,1.0,20,1.021531703452995,58.29587649013093,95.347705917809,2.52043351456451,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,4.401621428571429,SL,-4.372577639751545,4
AAVE,2025-01-19 16:00:00+00:00,341.43,299.0,355.0,384.0,286.2625,tp1,2025-01-26 16:00:00+00:00,Major,1.0,1,1.6655544651619238,75.78686281217927,95.347705917809,4.396467124631989,True,True,False,per_token_cap,True,2025-01-20 00:00:00+00:00,2025-01-20 04:00:00+00:00,355.0,TP,18.669096989966555,4
AVAX,2025-01-19 16:00:00+00:00,38.78,37.0,40.0,44.0,35.596785714285716,tp1,2025-01-26 16:00:00+00:00,Major,2.0,4,0.6342580809366256,61.256544502617785,95.347705917809,2.1379485874268283,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,35.596785714285716,SL,-3.852471042471039,4
TAO,2025-01-19 16:00:00+00:00,456.9,447.0,564.0,564.0,423.9321428571429,tp2,2025-01-26 16:00:00+00:00,Major,1.0,1,0.21458430097538267,57.437765634486944,95.347705917809,5.071992568509062,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,423.9321428571429,SL,-5.2205944391179235,4
DOGE,2025-01-19 16:00:00+00:00,0.39632,0.371,0.409,0.484,0.3556875,tp1,2025-01-26 16:00:00+00:00,Minor,1.0,0,0.8267755102040817,76.61107970604861,95.347705917809,2.481632653061222,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,0.3556875,SL,-4.187358490566039,4
BNB,2025-01-19 16:00:00+00:00,707.31,700.0,750.0,750.0,687.9607142857143,tp2,2025-01-26 16:00:00+00:00,Major,2.0,11,0.30358943933550625,63.67280471000869,95.347705917809,4.153070305547317,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,687.9607142857143,SL,-1.779897959183673,4
HBAR,2025-01-19 16:00:00+00:00,0.36266,0.313,0.367,0.401,0.2966775,tp1,2025-01-26 16:00:00+00:00,Major,2.0,2,1.521213049471587,77.9951100244499,95.347705917809,3.3083167406953553,True,True,False,per_token_cap,True,2025-01-23 12:00:00+00:00,2025-01-27 04:00:00+00:00,0.2966775,SL,-5.274856230031954,88
NEAR,2025-01-19 16:00:00+00:00,5.426,5.1,5.7,6.4,4.8810714285714285,tp1,2025-01-26 16:00:00+00:00,Major,2.0,17,0.7445350734094629,60.71770334928232,95.347705917809,2.740619902120724,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,4.8810714285714285,SL,-4.352717086834728,4
UNI,2025-01-19 16:00:00+00:00,14.493,14.0,17.5,17.5,13.463964285714285,tp2,2025-01-26 16:00:00+00:00,Major,2.0,12,0.45985741888200443,63.04975922953451,95.347705917809,6.52941568392297,True,True,False,per_token_cap,True,2025-01-19 20:00:00+00:00,2025-01-20 00:00:00+00:00,13.463964285714285,SL,-3.8888265306122505,4
BTC,2025-01-19 20:00:00+00:00,101331.57,99300.0,108400.0,0.0,97362.6975,tp1,2025-01-26 20:00:00+00:00,Major,2.0,11,0.5243295768213807,76.39765896183188,76.39765896183188,4.697253010306844,True,True,False,per_token_cap,False,,,0.0,,0.0,0
ETH,2025-01-19 20:00:00+00:00,3215.12,2920.0,3330.0,3535.0,2820.3039285714285,tp1,2025-01-26 20:00:00+00:00,Major,1.0,1,1.4800984420506609,49.812933279536374,76.39765896183188,4.112499059641981,True,False,False,momentum,False,,,0.0,,0.0,0
XRP,2025-01-19 20:00:00+00:00,2.9587,2.7,3.4,0.0,2.5876,tp1,2025-01-26 20:00:00+00:00,Major,1.0,1,1.1508007117437709,72.92766014294301,76.39765896183188,6.2277580071174325,True,True,False,per_token_cap,False,,,0.0,,0.0,0
SOL,2025-01-19 20:00:00+00:00,252.42,247.0,264.0,0.0,238.87071428571429,tp1,2025-01-26 20:00:00+00:00,Major,1.0,4,0.3333626219137149,84.47623914154316,76.39765896183188,2.0912046393111328,True,True,False,per_token_cap,True,2025-01-20 00:00:00+00:00,2025-01-20 04:00:00+00:00,264.0,TP,6.822591093117409,4
LINK,2025-01-19 20:00:00+00:00,24.34,23.5,25.5,27.5,22.618214285714284,tp1,2025-01-26 20:00:00+00:00,Minor,1.0,3,0.47630619684082603,77.88347205707494,76.39765896183188,2.2681247468610737,True,True,False,per_token_cap,True,2025-01-20 00:00:00+00:00,2025-01-20 04:00:00+00:00,25.5,TP,8.45063829787234,4
SUI,2025-01-19 20:00:00+00:00,4.5071,4.1,5.1,0.0,3.901621428571428,tp1,2025-01-26 20:00:00+00:00,Major,1.0,3,1.0260684837792116,44.004530457477706,76.39765896183188,5.040867029129008,True,False,False,momentum,True,2025-01-25 00:00:00+00:00,2025-01-26 20:00:00+00:00,3.901621428571428,SL,-4.89850174216028,44
AAVE,2025-01-19 20:00:00+00:00,309.41,299.0,355.0,384.0,286.2625,tp1,2025-01-26 20:00:00+00:00,Major,1.0,1,0.4086359175662424,64.5443324418844,76.39765896183188,4.396467124631989,True,True,False,per_token_cap,True,2025-01-20 00:00:00+00:00,2025-01-20 04:00:00+00:00,355.0,TP,18.669096989966555,4
AVAX,2025-01-19 20:00:00+00:00,35.68,32.5,40.0,44.0,31.096785714285716,tp1,2025-01-26 20:00:00+00:00,Minor,1.0,1,1.133112751336218,48.2142857142857,76.39765896183188,5.34487146856707,True,False,False,momentum,False,,,0.0,,0.0,0
TAO,2025-01-19 20:00:00+00:00,426.8,370.0,473.0,564.0,346.9321428571429,tp1,2025-01-26 20:00:00+00:00,Minor,1.0,1,1.231150332868865,48.56262833675566,76.39765896183188,4.465087474841311,True,False,False,momentum,True,2025-01-24 00:00:00+00:00,2025-01-27 12:00:00+00:00,473.0,TP,27.777837837837836,84
DOGE,2025-01-19 20:00:00+00:00,0.3584,0.33,0.409,0.484,0.3146875,tp1,2025-01-26 20:00:00+00:00,Major,1.0,18,0.9273469387755093,60.421310744538566,76.39765896183188,5.159183673469383,True,True,False,per_token_cap,False,,,0.0,,0.0,0
BNB,2025-01-19 20:00:00+00:00,683.19,648.0,717.0,750.0,635.9607142857143,tp1,2025-01-26 20:00:00+00:00,Major,2.0,3,1.4614654405221015,48.898508898508915,76.39765896183188,5.731237021655296,True,False,False,momentum,False,,,0.0,,0.0,0
HBAR,2025-01-19 20:00:00+00:00,0.32623,0.313,0.367,0.401,0.2966775,tp1,2025-01-26 20:00:00+00:00,Major,2.0,2,0.4052688007351819,65.26567481402765,76.39765896183188,3.3083167406953553,True,True,False,per_token_cap,True,2025-01-23 12:00:00+00:00,2025-01-27 04:00:00+00:00,0.2966775,SL,-5.274856230031954,88
DOT,2025-01-19 20:00:00+00:00,6.247,5.5,7.8,8.8,5.245464285714286,tp1,2025-01-26 20:00:00+00:00,Minor,1.0,1,1.4673775782236564,44.661190965092395,76.39765896183188,9.036060053318382,True,False,False,momentum,False,,,0.0,,0.0,0
NEAR,2025-01-19 20:00:00+00:00,4.981,4.8,5.7,6.4,4.581071428571429,tp1,2025-01-26 20:00:00+00:00,Major,1.0,1,0.41337683523654173,50.05917159763314,76.39765896183188,4.110929853181084,True,True,False,per_token_cap,True,2025-01-20 00:00:00+00:00,2025-01-27 04:00:00+00:00,4.581071428571429,SL,-4.6210119047618985,172
BTC,2025-01-20 00:00:00+00:00,101891.93,99400.0,104100.0,108400.0,97276.59857142858,tp1,2025-01-27 00:00:00+00:00,Major,2.0,23,0.5867778853470257,73.86179127101364,73.86179127101364,2.213429800300199,True,True,False,per_token_cap,False,,,0.0,,0.0,0
ETH,2025-01-20 00:00:00+00:00,3272.34,3145.0,3685.0,3685.0,3036.8410714285715,tp2,2025-01-27 00:00:00+00:00,Major,2.0,4,0.5886707721771871,50.240930993726714,73.86179127101364,4.992653007313974,True,True,False,per_token_cap,False,,,0.0,,0.0,0
