label,timestamp,equity
A1_best_ON_multi-slot(4×3),2025-05-21 00:00:00+00:00,10000.0
A1_best_ON_multi-slot(4×3),2025-05-24 08:00:00+00:00,10127.468253968254
A1_best_ON_multi-slot(4×3),2025-05-26 00:00:00+00:00,10321.649003372058
A1_best_ON_multi-slot(4×3),2025-06-03 12:00:00+00:00,10700.817317621342
A1_best_ON_multi-slot(4×3),2025-06-12 16:00:00+00:00,10733.730960564413
A1_best_ON_multi-slot(4×3),2025-06-22 20:00:00+00:00,10807.766630983653
A1_best_ON_multi-slot(4×3),2025-10-10 08:00:00+00:00,10807.766630983653
A2_best_slots2_tok1,2025-05-21 00:00:00+00:00,10000.0
A2_best_slots2_tok1,2025-05-24 08:00:00+00:00,10254.936507936509
A2_best_slots2_tok1,2025-05-26 00:00:00+00:00,10648.186075600031
A2_best_slots2_tok1,2025-06-03 12:00:00+00:00,11430.513543387191
A2_best_slots2_tok1,2025-06-12 16:00:00+00:00,11500.82963799119
A2_best_slots2_tok1,2025-06-22 20:00:00+00:00,11659.483070940914
A2_best_slots2_tok1,2025-10-10 08:00:00+00:00,11659.483070940914
