sr_max_distance_atr,sr_sl_atr_mult,min_token_rsi,min_confluence,min_touches,max_hold_days,major_only,tp_cascade,min_rr,cascade_skipped,n_published,n_filled,fill_rate_pct,win_rate_pct,avg_win_pct,avg_loss_pct,avg_pnl_filled_pct,expectancy_per_signal_pct,score,n_tp,n_sl,n_timeout
2.0,1.0,60.0,0.0,0,7,True,False,1.5,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
2.0,1.0,60.0,0.0,0,7,True,False,2.0,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
2.0,1.0,60.0,0.0,0,7,True,False,2.5,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
2.0,1.0,60.0,0.0,0,7,True,False,3.0,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
2.0,1.0,60.0,0.0,3,7,True,False,1.5,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
2.0,1.0,60.0,0.0,3,7,True,False,2.0,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
2.0,1.0,60.0,0.0,3,7,True,False,2.5,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
2.0,1.0,60.0,0.0,3,7,True,False,3.0,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
2.0,1.0,60.0,50.0,0,7,True,False,1.5,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
2.0,1.0,60.0,50.0,0,7,True,False,2.0,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
2.0,1.0,60.0,50.0,0,7,True,False,2.5,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
2.0,1.0,60.0,50.0,0,7,True,False,3.0,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
1.5,0.5,60.0,0.0,0,21,True,False,1.5,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
1.5,0.5,60.0,0.0,0,21,True,False,2.0,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
1.5,0.5,60.0,0.0,0,21,True,False,2.5,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
1.5,0.5,60.0,0.0,0,21,True,False,3.0,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
1.5,0.5,60.0,0.0,3,21,True,False,1.5,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
1.5,0.5,60.0,0.0,3,21,True,False,2.0,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
1.5,0.5,60.0,0.0,3,21,True,False,2.5,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
1.5,0.5,60.0,0.0,3,21,True,False,3.0,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
1.5,0.5,60.0,50.0,0,21,True,False,1.5,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
1.5,0.5,60.0,50.0,0,21,True,False,2.0,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
1.5,0.5,60.0,50.0,0,21,True,False,2.5,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
1.5,0.5,60.0,50.0,0,21,True,False,3.0,0,507,307,60.55,29.97,8.365,-3.351,0.16,0.097,1.698,87,214,2
2.0,0.5,60.0,0.0,0,7,True,False,1.5,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
2.0,0.5,60.0,0.0,0,7,True,False,2.0,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
2.0,0.5,60.0,0.0,0,7,True,False,2.5,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
2.0,0.5,60.0,0.0,0,7,True,False,3.0,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
2.0,0.5,60.0,0.0,3,7,True,False,1.5,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
2.0,0.5,60.0,0.0,3,7,True,False,2.0,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
2.0,0.5,60.0,0.0,3,7,True,False,2.5,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
2.0,0.5,60.0,0.0,3,7,True,False,3.0,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
2.0,0.5,60.0,50.0,0,7,True,False,1.5,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
2.0,0.5,60.0,50.0,0,7,True,False,2.0,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
2.0,0.5,60.0,50.0,0,7,True,False,2.5,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
2.0,0.5,60.0,50.0,0,7,True,False,3.0,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
3.0,0.5,60.0,0.0,0,7,True,False,1.5,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,0.5,60.0,0.0,0,7,True,False,2.0,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,0.5,60.0,0.0,0,7,True,False,2.5,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,0.5,60.0,0.0,0,7,True,False,3.0,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,0.5,60.0,0.0,3,7,True,False,1.5,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,0.5,60.0,0.0,3,7,True,False,2.0,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,0.5,60.0,0.0,3,7,True,False,2.5,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,0.5,60.0,0.0,3,7,True,False,3.0,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,0.5,60.0,50.0,0,7,True,False,1.5,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,0.5,60.0,50.0,0,7,True,False,2.0,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,0.5,60.0,50.0,0,7,True,False,2.5,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,0.5,60.0,50.0,0,7,True,False,3.0,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
3.0,1.0,60.0,0.0,0,7,True,False,1.5,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,1.0,60.0,0.0,0,7,True,False,2.0,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,1.0,60.0,0.0,0,7,True,False,2.5,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,1.0,60.0,0.0,0,7,True,False,3.0,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,1.0,60.0,0.0,3,7,True,False,1.5,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,1.0,60.0,0.0,3,7,True,False,2.0,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,1.0,60.0,0.0,3,7,True,False,2.5,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,1.0,60.0,0.0,3,7,True,False,3.0,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,1.0,60.0,50.0,0,7,True,False,1.5,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,1.0,60.0,50.0,0,7,True,False,2.0,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,1.0,60.0,50.0,0,7,True,False,2.5,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,1.0,60.0,50.0,0,7,True,False,3.0,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,0.5,60.0,0.0,0,14,True,False,1.5,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,0.0,0,14,True,False,2.0,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,0.0,0,14,True,False,2.5,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,0.0,0,14,True,False,3.0,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,0.0,3,14,True,False,1.5,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,0.0,3,14,True,False,2.0,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,0.0,3,14,True,False,2.5,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,0.0,3,14,True,False,3.0,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,50.0,0,14,True,False,1.5,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,50.0,0,14,True,False,2.0,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,50.0,0,14,True,False,2.5,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,50.0,0,14,True,False,3.0,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,60.0,0.0,0,14,False,True,2.0,98,558,300,53.76,24.67,10.73,-3.353,0.121,0.065,1.126,67,224,6
3.0,0.5,60.0,0.0,3,14,False,True,2.0,98,558,300,53.76,24.67,10.73,-3.353,0.121,0.065,1.126,67,224,6
3.0,0.5,60.0,50.0,0,14,False,True,2.0,98,558,300,53.76,24.67,10.73,-3.353,0.121,0.065,1.126,67,224,6
2.0,0.5,60.0,0.0,0,7,True,True,1.5,85,517,287,55.51,29.97,7.958,-3.256,0.104,0.058,0.977,63,197,23
2.0,0.5,60.0,0.0,3,7,True,True,1.5,85,517,287,55.51,29.97,7.958,-3.256,0.104,0.058,0.977,63,197,23
2.0,0.5,60.0,50.0,0,7,True,True,1.5,85,517,287,55.51,29.97,7.958,-3.256,0.104,0.058,0.977,63,197,23
1.5,0.5,60.0,0.0,0,7,True,False,1.5,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,0.0,0,7,True,False,2.0,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,0.0,0,7,True,False,2.5,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,0.0,0,7,True,False,3.0,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,0.0,3,7,True,False,1.5,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,0.0,3,7,True,False,2.0,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,0.0,3,7,True,False,2.5,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,0.0,3,7,True,False,3.0,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,50.0,0,7,True,False,1.5,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,50.0,0,7,True,False,2.0,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,50.0,0,7,True,False,2.5,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,50.0,0,7,True,False,3.0,0,507,307,60.55,31.92,7.273,-3.272,0.094,0.057,1.002,79,205,19
1.5,0.5,60.0,0.0,0,14,True,False,1.5,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
1.5,0.5,60.0,0.0,0,14,True,False,2.0,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
1.5,0.5,60.0,0.0,0,14,True,False,2.5,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
1.5,0.5,60.0,0.0,0,14,True,False,3.0,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
1.5,0.5,60.0,0.0,3,14,True,False,1.5,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
1.5,0.5,60.0,0.0,3,14,True,False,2.0,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
1.5,0.5,60.0,0.0,3,14,True,False,2.5,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
1.5,0.5,60.0,0.0,3,14,True,False,3.0,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
1.5,0.5,60.0,50.0,0,14,True,False,1.5,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
1.5,0.5,60.0,50.0,0,14,True,False,2.0,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
1.5,0.5,60.0,50.0,0,14,True,False,2.5,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
1.5,0.5,60.0,50.0,0,14,True,False,3.0,0,507,307,60.55,29.97,8.133,-3.351,0.09,0.055,0.959,87,214,2
2.0,1.0,60.0,0.0,0,7,False,True,2.0,2644,535,295,55.14,40.34,8.666,-5.697,0.097,0.053,0.919,36,142,112
2.0,1.0,60.0,0.0,3,7,False,True,2.0,2644,535,295,55.14,40.34,8.666,-5.697,0.097,0.053,0.919,36,142,112
2.0,1.0,60.0,50.0,0,7,False,True,2.0,2644,535,295,55.14,40.34,8.666,-5.697,0.097,0.053,0.919,36,142,112
3.0,0.5,60.0,0.0,0,14,False,True,3.0,486,556,297,53.42,20.54,13.369,-3.341,0.091,0.049,0.836,50,234,9
3.0,0.5,60.0,0.0,3,14,False,True,3.0,486,556,297,53.42,20.54,13.369,-3.341,0.091,0.049,0.836,50,234,9
3.0,0.5,60.0,50.0,0,14,False,True,3.0,486,556,297,53.42,20.54,13.369,-3.341,0.091,0.049,0.836,50,234,9
2.0,0.5,60.0,0.0,0,21,True,False,1.5,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
2.0,0.5,60.0,0.0,0,21,True,False,2.0,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
2.0,0.5,60.0,0.0,0,21,True,False,2.5,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
2.0,0.5,60.0,0.0,0,21,True,False,3.0,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
2.0,0.5,60.0,0.0,3,21,True,False,1.5,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
2.0,0.5,60.0,0.0,3,21,True,False,2.0,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
2.0,0.5,60.0,0.0,3,21,True,False,2.5,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
2.0,0.5,60.0,0.0,3,21,True,False,3.0,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
2.0,0.5,60.0,50.0,0,21,True,False,1.5,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
2.0,0.5,60.0,50.0,0,21,True,False,2.0,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
2.0,0.5,60.0,50.0,0,21,True,False,2.5,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
2.0,0.5,60.0,50.0,0,21,True,False,3.0,0,522,290,55.56,28.62,8.653,-3.346,0.088,0.049,0.834,79,206,1
3.0,0.5,60.0,0.0,0,21,True,False,1.5,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,0.0,0,21,True,False,2.0,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,0.0,0,21,True,False,2.5,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,0.0,0,21,True,False,3.0,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,0.0,3,21,True,False,1.5,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,0.0,3,21,True,False,2.0,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,0.0,3,21,True,False,2.5,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,0.0,3,21,True,False,3.0,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,50.0,0,21,True,False,1.5,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,50.0,0,21,True,False,2.0,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,50.0,0,21,True,False,2.5,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,50.0,0,21,True,False,3.0,0,540,275,50.93,27.64,8.999,-3.312,0.091,0.046,0.765,72,197,1
3.0,0.5,60.0,0.0,0,7,True,True,1.5,85,536,272,50.75,28.68,8.29,-3.212,0.086,0.044,0.722,56,189,22
3.0,0.5,60.0,0.0,3,7,True,True,1.5,85,536,272,50.75,28.68,8.29,-3.212,0.086,0.044,0.722,56,189,22
3.0,0.5,60.0,50.0,0,7,True,True,1.5,85,536,272,50.75,28.68,8.29,-3.212,0.086,0.044,0.722,56,189,22
2.0,0.5,50.0,0.0,0,7,True,False,1.5,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
2.0,0.5,50.0,0.0,0,7,True,False,2.0,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
2.0,0.5,50.0,0.0,0,7,True,False,2.5,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
2.0,0.5,50.0,0.0,0,7,True,False,3.0,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
2.0,0.5,50.0,0.0,3,7,True,False,1.5,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
2.0,0.5,50.0,0.0,3,7,True,False,2.0,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
2.0,0.5,50.0,0.0,3,7,True,False,2.5,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
2.0,0.5,50.0,0.0,3,7,True,False,3.0,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
2.0,0.5,50.0,50.0,0,7,True,False,1.5,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
2.0,0.5,50.0,50.0,0,7,True,False,2.0,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
2.0,0.5,50.0,50.0,0,7,True,False,2.5,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
2.0,0.5,50.0,50.0,0,7,True,False,3.0,0,693,390,56.28,30.51,7.672,-3.258,0.077,0.043,0.852,92,265,29
1.5,0.5,60.0,0.0,0,21,True,True,1.5,85,503,305,60.64,27.21,9.18,-3.334,0.072,0.043,0.758,76,221,2
1.5,0.5,60.0,0.0,3,21,True,True,1.5,85,503,305,60.64,27.21,9.18,-3.334,0.072,0.043,0.758,76,221,2
1.5,0.5,60.0,50.0,0,21,True,True,1.5,85,503,305,60.64,27.21,9.18,-3.334,0.072,0.043,0.758,76,221,2
3.0,0.5,60.0,0.0,0,7,False,True,2.0,98,558,300,53.76,27.0,8.948,-3.211,0.072,0.039,0.67,58,211,28
3.0,0.5,60.0,0.0,3,7,False,True,2.0,98,558,300,53.76,27.0,8.948,-3.211,0.072,0.039,0.67,58,211,28
3.0,0.5,60.0,50.0,0,7,False,True,2.0,98,558,300,53.76,27.0,8.948,-3.211,0.072,0.039,0.67,58,211,28
2.0,0.5,60.0,0.0,0,14,True,False,1.5,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,60.0,0.0,0,14,True,False,2.0,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,60.0,0.0,0,14,True,False,2.5,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,60.0,0.0,0,14,True,False,3.0,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,60.0,0.0,3,14,True,False,1.5,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,60.0,0.0,3,14,True,False,2.0,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,60.0,0.0,3,14,True,False,2.5,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,60.0,0.0,3,14,True,False,3.0,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,60.0,50.0,0,14,True,False,1.5,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,60.0,50.0,0,14,True,False,2.0,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,60.0,50.0,0,14,True,False,2.5,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,60.0,50.0,0,14,True,False,3.0,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
3.0,0.5,60.0,0.0,0,21,False,True,2.0,98,558,300,53.76,24.33,10.704,-3.351,0.069,0.037,0.643,67,225,3
3.0,0.5,60.0,0.0,3,21,False,True,2.0,98,558,300,53.76,24.33,10.704,-3.351,0.069,0.037,0.643,67,225,3
3.0,0.5,60.0,50.0,0,21,False,True,2.0,98,558,300,53.76,24.33,10.704,-3.351,0.069,0.037,0.643,67,225,3
3.0,0.5,60.0,0.0,0,7,False,True,3.0,486,556,297,53.42,24.92,9.882,-3.186,0.07,0.037,0.642,37,214,42
3.0,0.5,60.0,0.0,3,7,False,True,3.0,486,556,297,53.42,24.92,9.882,-3.186,0.07,0.037,0.642,37,214,42
3.0,0.5,60.0,50.0,0,7,False,True,3.0,486,556,297,53.42,24.92,9.882,-3.186,0.07,0.037,0.642,37,214,42
3.0,0.5,60.0,0.0,0,14,True,True,1.5,85,536,272,50.75,25.74,9.772,-3.296,0.067,0.034,0.564,63,200,4
3.0,0.5,60.0,0.0,3,14,True,True,1.5,85,536,272,50.75,25.74,9.772,-3.296,0.067,0.034,0.564,63,200,4
3.0,0.5,60.0,50.0,0,14,True,True,1.5,85,536,272,50.75,25.74,9.772,-3.296,0.067,0.034,0.564,63,200,4
3.0,0.5,60.0,0.0,0,14,False,True,2.5,211,556,296,53.24,22.64,11.671,-3.348,0.052,0.028,0.475,60,227,6
3.0,0.5,60.0,0.0,3,14,False,True,2.5,211,556,296,53.24,22.64,11.671,-3.348,0.052,0.028,0.475,60,227,6
3.0,0.5,60.0,50.0,0,14,False,True,2.5,211,556,296,53.24,22.64,11.671,-3.348,0.052,0.028,0.475,60,227,6
2.0,0.5,60.0,0.0,0,7,True,True,3.0,793,509,277,54.42,26.35,9.233,-3.237,0.049,0.027,0.444,33,199,41
2.0,0.5,60.0,0.0,3,7,True,True,3.0,793,509,277,54.42,26.35,9.233,-3.237,0.049,0.027,0.444,33,199,41
2.0,0.5,60.0,50.0,0,7,True,True,3.0,793,509,277,54.42,26.35,9.233,-3.237,0.049,0.027,0.444,33,199,41
1.5,1.0,60.0,0.0,0,7,True,False,1.5,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
1.5,1.0,60.0,0.0,0,7,True,False,2.0,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
1.5,1.0,60.0,0.0,0,7,True,False,2.5,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
1.5,1.0,60.0,0.0,0,7,True,False,3.0,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
1.5,1.0,60.0,0.0,3,7,True,False,1.5,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
1.5,1.0,60.0,0.0,3,7,True,False,2.0,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
1.5,1.0,60.0,0.0,3,7,True,False,2.5,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
1.5,1.0,60.0,0.0,3,7,True,False,3.0,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
1.5,1.0,60.0,50.0,0,7,True,False,1.5,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
1.5,1.0,60.0,50.0,0,7,True,False,2.0,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
1.5,1.0,60.0,50.0,0,7,True,False,2.5,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
1.5,1.0,60.0,50.0,0,7,True,False,3.0,0,507,307,60.55,45.28,6.966,-5.685,0.043,0.026,0.454,105,138,59
3.0,0.5,60.0,0.0,0,7,True,True,2.0,251,534,268,50.19,27.61,8.57,-3.209,0.043,0.022,0.354,46,188,29
3.0,0.5,60.0,0.0,3,7,True,True,2.0,251,534,268,50.19,27.61,8.57,-3.209,0.043,0.022,0.354,46,188,29
3.0,0.5,60.0,50.0,0,7,True,True,2.0,251,534,268,50.19,27.61,8.57,-3.209,0.043,0.022,0.354,46,188,29
2.0,0.5,50.0,0.0,0,7,True,True,1.5,85,691,389,56.3,28.53,8.312,-3.267,0.037,0.021,0.415,80,272,33
2.0,0.5,50.0,0.0,3,7,True,True,1.5,85,691,389,56.3,28.53,8.312,-3.267,0.037,0.021,0.415,80,272,33
2.0,0.5,50.0,50.0,0,7,True,True,1.5,85,691,389,56.3,28.53,8.312,-3.267,0.037,0.021,0.415,80,272,33
3.0,0.5,50.0,0.0,0,7,True,False,1.5,0,707,377,53.32,29.71,7.833,-3.265,0.032,0.017,0.333,86,258,29
3.0,0.5,50.0,0.0,0,7,True,False,2.0,0,707,377,53.32,29.71,7.833,-3.265,0.032,0.017,0.333,86,258,29
