symbol,tier,entry_date,entry_price,stop_loss,tp_level,raw_rr,r1,r2,r3,r1_hit,r1_days,r2_hit,r2_days,r3_hit,r3_days,sl_hit,sl_days,tp_hit_before_sl,r1_hit_before_sl,r2_hit_before_sl,exit_date,exit_reason,exit_price,hold_days,pnl_r1,pnl_r2,close_d5,close_d7,close_d10,close_d14,close_d21,f_btc_rsi_floor,f_token_rsi_momentum,f_rr_min,f_di_bullish,f_adx_trend,f_mt_regime,f_bollinger,f_rvol,f_rsi_cap,btc_rsi,token_rsi,adx,di_plus,di_minus,mt_regime
ARB,all,2024-05-21,1.1268,0.97,1.3,1.06,1.3,1.47,1.57,False,0,False,0,False,0,True,18,False,False,False,2024-06-07,SL,0.97,18,-13.92,-13.92,1.1914,1.2301,1.128,1.1053,0.0,True,True,False,True,True,True,False,True,True,81.66,65.51,38.02,21.42,21.27,T
APT,all,2024-05-21,9.11,7.8,10.2,0.83,10.2,13.2,0.0,False,0,False,0,False,0,True,22,False,False,False,2024-06-11,SL,7.8,22,-14.38,-14.38,9.09,9.66,9.19,8.92,8.27,True,True,False,False,True,True,False,True,True,81.66,60.38,37.38,14.41,21.6,T
INJ,all,2024-05-21,28.24,24.2,32.0,0.93,32.0,34.2,36.8,False,0,False,0,False,0,True,12,False,False,False,2024-06-01,SL,24.2,12,-14.31,-14.31,25.34,25.75,24.91,0.0,0.0,True,True,False,True,True,True,False,True,True,81.66,63.81,21.56,27.73,19.06,T
SEI,all,2024-05-21,0.5802,0.492,0.636,0.64,0.636,0.72,0.79,False,0,False,0,False,0,True,12,False,False,False,2024-06-01,SL,0.492,12,-15.2,-15.2,0.5326,0.5695,0.511,0.0,0.0,True,True,False,True,False,True,False,False,True,81.66,64.44,18.48,22.27,20.23,T
MKR,all,2024-05-21,3167.0,2776,3734,1.46,3734,3950,0.0,False,0,False,0,False,0,True,3,False,False,False,2024-05-23,SL,2776,3,-12.35,-12.35,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,True,False,True,True,81.66,78.76,16.19,28.05,16.55,T
ALGO,all,2024-05-22,0.1884,0.16,0.23,1.33,0.23,0.25,0.0,False,0,False,0,False,0,True,17,False,False,False,2024-06-07,SL,0.16,17,-15.07,-15.07,0.1895,0.1941,0.1881,0.186,0.0,True,False,True,True,False,True,True,True,True,75.77,58.72,10.68,22.52,18.23,T
BNB,selected,2024-05-25,600.3,560,645,1.11,645,0.0,0.0,True,11,False,0,False,0,False,0,True,True,False,2024-06-23,TIMEOUT,577.5,30,7.45,-3.8,595.7,593.7,626.4,684.0,603.3,True,True,False,False,False,True,True,False,True,70.07,65.37,11.87,20.48,21.49,U
XRP,top_20,2024-05-26,0.5416,0.52,0.57,1.5,0.57,0.624,0.645,False,0,False,0,False,0,True,4,False,False,False,2024-05-29,SL,0.52,4,-3.99,-3.99,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,True,False,False,True,61.44,64.54,12.46,19.55,21.67,T
FIL,all,2024-05-26,6.006,5.55,6.75,1.61,6.75,7.57,8.1,True,13,False,0,False,0,True,17,True,True,False,2024-06-11,SL,5.55,17,12.39,-7.59,5.808,5.795,5.959,6.055,0.0,True,False,True,False,True,True,True,False,True,61.44,56.07,20.45,16.92,23.69,T
TRX,top_20,2024-05-28,0.1125,0.1,0.12,1.0,0.12,0.13,0.0,True,26,False,0,False,0,False,0,True,True,False,2024-06-26,TIMEOUT,0.12268,30,6.67,9.05,0.11262,0.11338,0.11479,0.11763,0.11678,True,False,False,False,True,True,True,False,True,59.7,18.24,24.25,13.19,38.06,T
ATOM,all,2024-05-28,8.697,8.2,9.37,1.34,9.37,9.9,10.3,False,0,False,0,False,0,True,6,False,False,False,2024-06-02,SL,8.2,6,-5.71,-5.71,8.326,0.0,0.0,0.0,0.0,True,False,True,False,True,True,True,False,True,59.7,50.9,21.68,17.81,26.26,T
HBAR,top_20,2024-06-01,0.1001,0.09,0.11,1.0,0.11,0.12,0.127,False,0,False,0,False,0,True,7,False,False,False,2024-06-07,SL,0.09,7,-10.09,-10.09,0.1045,0.094,0.0,0.0,0.0,False,False,False,False,True,True,True,False,True,34.67,3.12,23.81,19.38,22.68,T
ENA,all,2024-06-02,0.911,0.713,1.05,0.71,1.05,0.0,0.0,True,3,False,0,False,0,True,10,True,True,False,2024-06-11,SL,0.713,10,15.26,-21.73,0.952,0.831,0.71,0.0,0.0,False,True,False,True,False,True,True,False,True,40.97,61.18,13.12,18.82,14.62,T
NEAR,selected,2024-06-04,7.12,5.73,8.25,0.81,8.25,9.0,0.0,False,0,False,0,False,0,True,11,False,False,False,2024-06-14,SL,5.73,11,-19.52,-19.52,6.569,6.397,5.921,0.0,0.0,True,False,False,False,False,True,True,False,True,51.85,27.01,16.81,15.56,17.63,T
INJ,all,2024-06-04,24.98,21.1,29.0,1.04,29.0,32.0,34.2,True,4,True,9,False,0,True,14,True,True,True,2024-06-17,SL,21.1,14,16.09,28.1,26.79,29.33,28.84,21.63,0.0,True,False,False,False,False,True,True,False,True,51.85,43.37,11.48,22.17,22.44,T
XRP,top_20,2024-06-05,0.5257,0.5,0.55,0.67,0.55,0.57,0.0,False,0,False,0,False,0,True,3,False,False,False,2024-06-07,SL,0.5,3,-4.89,-4.89,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,True,57.79,35.25,15.8,15.8,21.63,T
STX,all,2024-06-05,2.154,1.89,2.48,1.27,2.48,2.75,2.92,True,3,False,0,False,0,True,10,True,True,False,2024-06-14,SL,1.89,10,15.13,-12.26,2.268,2.187,1.925,0.0,0.0,True,True,True,True,False,True,False,True,True,57.79,61.06,19.91,24.61,18.56,T
SUI,selected,2024-06-06,1.1041,0.896,1.17,0.34,1.17,1.24,1.37,True,2,False,0,False,0,True,12,True,True,False,2024-06-17,SL,0.896,12,5.97,-18.85,1.0338,1.0185,0.9444,0.0,0.0,True,True,False,False,True,True,True,False,True,66.68,65.55,23.31,18.08,20.37,T
PAXG,top_20,2024-06-06,2359.0,2324,2421,1.77,2421,2469,3300,False,0,False,0,False,0,True,2,False,False,False,2024-06-07,SL,2324,2,-1.48,-1.48,0.0,0.0,0.0,0.0,0.0,True,False,True,True,True,True,True,False,True,66.68,53.17,28.25,17.19,13.49,T
ATOM,all,2024-06-06,8.693,7.6,9.37,0.62,9.37,9.9,10.3,False,0,False,0,False,0,True,2,False,False,False,2024-06-07,SL,7.6,2,-12.57,-12.57,0.0,0.0,0.0,0.0,0.0,True,True,False,False,True,True,True,False,True,66.68,62.0,20.05,20.01,23.1,T
VET,all,2024-06-07,0.03578,0.03,0.05,1.0,0.04,0.05,0.0,False,0,False,0,False,0,True,5,False,False,False,2024-06-11,SL,0.03,5,-16.15,-16.15,0.02983,0.0,0.0,0.0,0.0,True,False,False,True,False,True,True,False,True,59.5,42.81,13.26,22.47,17.86,T
LTC,top_20,2024-06-09,79.96,74.5,83.5,0.65,83.5,89.0,94.0,False,0,False,0,False,0,True,10,False,False,False,2024-06-18,SL,74.5,10,-6.83,-6.83,79.15,79.23,72.66,0.0,0.0,True,False,False,False,False,True,True,False,True,62.05,33.63,17.52,14.67,35.19,T
HBAR,top_20,2024-06-09,0.0902,0.08,0.1,1.0,0.1,0.11,0.116,False,0,False,0,False,0,True,9,False,False,False,2024-06-17,SL,0.08,9,-11.31,-11.31,0.0883,0.085,0.0,0.0,0.0,True,False,False,False,False,True,True,False,True,62.05,22.36,19.54,16.21,33.34,T
JUP,all,2024-06-09,0.9733,0.753,1.12,0.69,1.12,1.23,1.44,False,0,False,0,False,0,True,10,False,False,False,2024-06-18,SL,0.753,10,-22.63,-22.63,0.9038,0.87,0.7397,0.0,0.0,True,False,False,False,False,True,True,False,True,62.05,26.9,13.32,13.59,27.88,T
OP,all,2024-06-09,2.167,1.8,2.33,0.43,2.33,2.49,2.94,False,0,False,0,False,0,True,10,False,False,False,2024-06-18,SL,1.8,10,-16.94,-16.94,2.015,2.104,1.829,0.0,0.0,True,False,False,False,True,True,True,False,True,62.05,25.15,23.19,10.95,31.08,T
XRP,top_20,2024-06-10,0.4987,0.466,0.52,0.59,0.52,0.535,0.0,False,0,False,0,False,0,True,5,False,False,False,2024-06-14,SL,0.466,5,-6.56,-6.56,0.4746,0.0,0.0,0.0,0.0,True,False,False,False,True,True,True,False,True,59.94,32.99,23.81,10.5,36.82,T
AVAX,top_20,2024-06-10,32.99,29.2,35.2,0.59,35.2,37.2,39.2,False,0,False,0,False,0,True,8,False,False,False,2024-06-17,SL,29.2,8,-11.49,-11.49,30.29,30.08,0.0,0.0,0.0,True,False,False,False,True,True,True,False,True,59.94,30.82,22.75,11.07,28.83,T
SOL,top_3,2024-06-13,155.21,145.5,175.6,2.1,175.6,186.7,0.0,False,0,False,0,False,0,True,2,False,False,False,2024-06-14,SL,145.5,2,-6.26,-6.26,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False,True,True,False,True,52.84,41.93,18.08,12.77,26.07,T
AAVE,all,2024-06-13,89.96,70,100,0.5,100,106.0,117.6,False,0,False,0,False,0,False,0,False,False,False,2024-07-12,TIMEOUT,97.49,30,8.37,8.37,84.94,87.31,81.66,94.46,84.27,True,False,False,False,True,True,True,False,True,52.84,24.1,24.95,14.94,29.07,T
BTC,top_3,2024-06-16,66228.25,62000,68500,0.54,68500,71500,0.0,False,0,False,0,False,0,True,9,False,False,False,2024-06-24,SL,62000,9,-6.38,-6.38,64869.99,64262.01,0.0,0.0,0.0,False,False,False,False,False,True,True,False,True,18.81,18.81,18.78,15.86,23.61,T
SOL,top_3,2024-06-16,145.52,126.8,159.0,0.72,159.0,175.6,186.7,False,0,False,0,False,0,True,9,False,False,False,2024-06-24,SL,126.8,9,-12.86,-12.86,133.55,133.69,0.0,0.0,0.0,False,False,False,False,True,True,True,False,True,18.81,23.74,22.41,10.84,26.72,T
NEAR,selected,2024-06-16,5.607,3.96,6.8,0.72,6.8,7.35,7.9,False,0,False,0,False,0,False,0,False,False,False,2024-07-15,TIMEOUT,5.915,30,5.49,5.49,5.162,5.184,5.425,4.964,4.811,False,False,False,False,True,True,True,False,True,18.81,13.38,25.77,12.03,29.32,T
LINK,selected,2024-06-17,15.141,11.0,17.5,0.57,17.5,19.6,21.4,False,0,False,0,False,0,False,0,False,False,False,2024-07-16,TIMEOUT,14.206,30,-6.18,-6.18,13.848,13.194,13.915,14.281,12.352,False,False,False,False,True,True,True,False,True,24.12,31.95,29.78,11.73,27.39,T
PAXG,top_20,2024-06-17,2326.0,2172,2377,0.33,2377,2427,2469,True,25,True,30,False,0,False,0,True,True,True,2024-07-16,TIMEOUT,2446.0,30,2.19,4.34,2321.0,2313.0,2293.0,2312.0,2355.0,False,False,False,True,False,True,True,False,True,24.12,36.17,18.65,25.22,16.19,T
ETH,top_3,2024-06-19,3483.42,3250,3750,1.14,3750,4080,0.0,False,0,False,0,False,0,True,6,False,False,False,2024-06-24,SL,3250,6,-6.7,-6.7,3420.91,0.0,0.0,0.0,0.0,False,False,False,False,True,True,True,True,True,24.08,35.5,23.82,14.7,27.71,T
UNI,all,2024-06-19,9.766,7.36,11.2,0.59,11.2,13.1,0.0,False,0,False,0,False,0,True,17,False,False,False,2024-07-05,SL,7.36,17,-24.64,-24.64,9.772,9.503,9.002,9.0,0.0,False,False,False,False,False,True,True,False,True,24.08,48.06,17.97,22.18,27.25,U
INJ,all,2024-06-19,20.46,14.2,25,0.72,25,28.8,0.0,True,29,False,0,False,0,False,0,True,True,False,2024-07-18,TIMEOUT,26.92,30,22.19,31.57,20.26,23.43,23.07,23.35,20.89,False,False,False,False,True,True,True,True,True,24.08,33.79,20.16,15.8,28.65,T
BNB,selected,2024-06-25,568.1,537.4,595,0.88,595,632.7,660,False,0,False,0,False,0,True,10,False,False,False,2024-07-04,SL,537.4,10,-5.4,-5.4,570.0,576.9,513.6,0.0,0.0,False,False,False,False,True,True,True,False,True,10.36,28.43,21.51,13.55,31.51,T
BTC,top_3,2024-06-26,61806.01,57000,65500,0.77,65500,68500,0.0,False,0,False,0,False,0,True,9,False,False,False,2024-07-04,SL,57000,9,-7.78,-7.78,62772.01,62135.47,0.0,0.0,0.0,False,False,False,False,True,True,True,False,True,24.23,24.23,26.5,10.37,36.18,T
ETH,top_3,2024-06-26,3394.91,3071,3668,0.84,3668,3882,0.0,False,0,False,0,False,0,True,9,False,False,False,2024-07-04,SL,3071,9,-9.54,-9.54,3438.16,3421.35,0.0,0.0,0.0,False,False,False,False,True,True,True,False,True,24.23,33.74,24.95,13.32,30.86,T
SOL,top_3,2024-06-26,136.57,101.7,153.2,0.48,153.2,172.4,0.0,True,7,True,24,False,0,False,0,True,True,True,2024-07-25,TIMEOUT,171.85,30,12.18,26.24,146.61,154.03,134.32,141.42,160.62,False,False,False,False,True,True,True,False,True,24.23,38.35,34.35,14.23,31.33,T
TRX,top_20,2024-06-28,0.12199,0.11,0.128,0.8,0.128,0.14,0.0,True,4,True,16,False,0,False,0,True,True,True,2024-07-27,TIMEOUT,0.1372,30,4.93,14.76,0.12923,0.1272,0.12466,0.13435,0.13449,False,True,False,True,False,True,False,False,True,25.38,75.17,18.2,28.7,16.97,T
MKR,all,2024-06-28,2599.0,2090,2817,0.43,2817,3166,3350,False,0,False,0,False,0,True,8,False,False,False,2024-07-05,SL,2090,8,-19.58,-19.58,2564.0,2230.0,0.0,0.0,0.0,False,True,False,True,True,True,False,True,True,25.38,64.76,24.15,26.26,24.19,T
DOT,all,2024-07-03,6.531,5.8,7.25,0.99,7.25,8.5,9.9,False,0,False,0,False,0,True,2,False,False,False,2024-07-04,SL,5.8,2,-11.19,-11.19,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True,True,False,False,True,40.97,76.39,22.24,24.67,20.68,T
ETH,top_3,2024-07-06,2981.79,2786,3300,1.63,3300,3500,0.0,True,10,True,12,False,0,True,30,True,True,True,2024-08-04,SL,2786,30,10.67,17.38,3101.05,3133.88,3483.39,3503.53,3274.61,False,False,True,False,True,True,True,True,True,28.07,20.4,28.1,11.82,42.69,T
UNI,all,2024-07-07,8.188,7.36,9.5,1.58,9.5,10.3,11.2,False,0,False,0,False,0,True,2,False,False,False,2024-07-08,SL,7.36,2,-10.11,-10.11,0.0,0.0,0.0,0.0,0.0,False,False,True,False,True,True,True,False,True,39.43,32.47,25.88,15.47,35.83,T
ADA,top_20,2024-07-13,0.4166,0.38,0.46,1.0,0.46,0.503,0.544,False,0,False,0,False,0,True,20,False,False,False,2024-08-01,SL,0.38,20,-8.79,-8.79,0.4359,0.439,0.4262,0.4172,0.0,False,False,False,False,True,True,False,False,True,33.58,49.48,27.06,20.71,25.27,T
MKR,all,2024-07-13,2518.0,2090,2817,0.69,2817,3166,0.0,True,2,False,0,False,0,True,24,True,True,False,2024-08-05,SL,2090,24,11.87,-17.0,2857.0,2841.0,2689.0,2649.0,2430.0,False,False,False,False,False,True,True,True,True,33.58,47.94,19.75,27.72,28.69,T
XRP,top_20,2024-07-14,0.5257,0.474,0.61,1.43,0.61,0.645,0.0,True,4,True,18,False,0,True,23,True,True,True,2024-08-05,SL,0.474,23,16.04,22.69,0.5697,0.5937,0.5975,0.5956,0.5558,False,True,True,True,True,True,False,True,True,45.92,64.53,37.2,39.02,22.85,T
